Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 GODEK Kaja Urszula;2 BŁASZCZYK Stefan;3 SZEWCZYK Marek Wacław;4 ZALEŚNA Katarzyna Anna;5 KORWIN-MIKKE Jacek Baltazar;6 STRUS Sylwia;7 NITECKA Ewa Alicja;8 WITASZEK Sławomir;9 DRZEWIŃSKI Piotr Michał;10 MOJZESOWICZ Wojciech;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 PIECHNA-WIĘCKIEWICZ Paulina Krystyna;2 FAJDEK Patryk;3 ŻMIJEWSKA Aleksandra Małgorzata;4 GRYCHTAL Sławomir Włodzimierz;5 ŻABICKA Monika Maria;6 KARNIEWICZ Mateusz;7 PIASECKA Anna;8 MAĆKOWIAK Patryk;9 ZIEMNICKA Małgorzata Maria;10 MARZEC Marcin;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 KALINOWSKI Jarosław;2 ROSATI Dariusz Kajetan;3 SITARSKI Ireneusz Robert;4 KALINOWSKA Katarzyna;5 WOJTUNIK Paweł;6 KUBALEWSKI Wojciech Marian;7 UCHWAŁ Aneta;8 LANC Elżbieta;9 KRASKA-ROMANOWSKA Beata;10 HIBNER Jolanta Emilia;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 BIELAN Adam Jerzy;2 KOC Maria Zofia;3 KUŹMIUK Zbigniew Krzysztof;4 MAŁECKI Maciej;5 KWIECIEŃ Anna;6 CZARTORYSKI Arkadiusz;7 WARGOCKA Teresa Anna;8 KRZĘTOWSKA Agnieszka Maria;9 ROMANOWSKI Rafał;10 OPIOŁA Marek;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 OLKO Dorota Zofia;2 DOBROWOLSKI Mateusz;3 ŻYTKOWSKA-PRUS Anna Izabela;4 PIÓROWICZ Jerzy Wojciech;5 ADAMCZYK Małgorzata Joanna;6 TRYSIŃSKI Piotr;7 KOSIEC Justyna Agnieszka;8 MATYJASZEK Artur Mariusz;9 SARNOWSKA Weronika Natalia;10 PŁATOS Sławomir;Razem;Lista nr 6 - KWW KUKIZ'15;1 HUSIEW Barbara;2 PIŁKA Marian;3 PATER Agata Bożena;4 LECHOWSKI Krzysztof Grzegorz;5 KLIMKOWSKI Sławomir;6 BORDZIO-BERUS Irena;7 FRYDRYK Jakub;8 JĘDRZEJEWSKI Robert Witold;9 POMORSKA Karolina Agnieszka;10 SANKOWSKA-GRABCZUK Lidia Izabela;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 ROSIEWICZ Andrzej Wacław;2 GAJOWNICZEK Krzysztof;3 BUDZYŃSKA Jadwiga Barbara;4 KLOCH Adam Roman;5 MARCINIAK Elżbieta;6 KŁOBUKOWSKI Paweł;7 DŁUGOŁĘCKI Mariusz;8 LENART Karolina;9 KĘPA Justyna Joanna;10 KOWALIK Rafał Grzegorz;Razem;Lista nr 10 - KW JEDNOŚĆ NARODU;1 STAROSIELEC Romuald Tadeusz;2 POŁANECKI Paweł Mieczysław;3 ŻEBROWSKA Irena Małgorzata;4 CIECHANOWICZ Jan;5 SZMIGIEL Beata;6 MACIEJEWSKI Jakub;7 MAROSZEK Adam Jarosław;8 RACZYŃSKA Jolanta;9 SZCZYPIÓR Jolanta Elżbieta;10 JANOWSKI Gabriel;Razem
146301;8;miasto;stały;I Liceum Ogólnokształcące im. Mikołaja Kopernika, Radom, Śródmieście ul. Żeromskiego 10, 26-600 Radom;m. Radom;Radom;mazowieckie;550;706;706;0;265;285;285;0;0;4;0;0;0;0;0;0;0;285;0;0;285;1;0;1;0;284;16;7;3;2;0;4;0;0;0;0;0;16;15;9;2;2;0;0;0;2;0;0;0;15;117;21;47;4;9;28;3;0;1;0;4;117;127;68;2;34;1;19;0;0;0;1;2;127;1;0;0;0;0;0;0;1;0;0;0;1;4;1;1;0;0;0;0;2;0;0;0;4;4;1;0;0;0;0;0;0;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0
146301;9;miasto;stały;Zespół Szkół Ogólnokształcących nr 7 z Oddziałami Sportowymi, Radom, Stare Miasto ul. Staromiejska 11, 26-600 Radom;m. Radom;Radom;mazowieckie;485;629;629;0;179;306;306;0;0;2;0;0;0;0;0;0;0;306;0;0;306;0;0;0;0;306;16;3;3;0;1;6;0;1;0;0;2;16;9;5;1;0;0;3;0;0;0;0;0;9;120;27;41;1;11;33;0;1;0;1;5;120;144;66;0;52;3;15;2;1;0;0;5;144;6;2;1;0;0;0;0;0;2;1;0;6;4;1;0;2;0;0;0;1;0;0;0;4;6;3;1;0;1;0;0;0;1;0;0;6;1;1;0;0;0;0;0;0;0;0;0;1
146301;10;miasto;stały;Publiczna Szkoła Podstawowa Nr 28 im. Adama Mickiewicza, Radom, Planty ul. Jaracza 8, 26-600 Radom;m. Radom;Radom;mazowieckie;1377;1786;1786;0;563;814;814;0;2;6;0;0;0;0;0;0;0;814;0;0;814;4;3;1;0;810;23;13;1;3;0;5;0;0;0;0;1;23;40;18;11;1;1;1;2;3;0;1;2;40;323;67;145;3;21;59;1;1;2;3;21;323;375;216;1;126;1;24;1;1;3;2;0;375;13;7;0;1;0;1;0;1;0;0;3;13;30;9;4;6;2;1;1;1;0;3;3;30;5;3;0;1;0;0;0;0;0;0;1;5;1;0;0;0;0;1;0;0;0;0;0;1
146301;11;miasto;stały;Zespół Szkół Budowlanych im. Kazimierza Wielkiego, Radom, Planty ul. Kościuszki 7, 26-600 Radom;m. Radom;Radom;mazowieckie;591;759;758;1;207;384;384;0;0;3;0;0;0;0;0;0;0;384;0;0;384;0;0;0;0;384;19;9;0;3;0;4;0;0;1;1;1;19;21;10;4;2;0;1;0;1;0;3;0;21;158;18;75;2;13;38;6;0;0;1;5;158;166;96;1;61;0;8;0;0;0;0;0;166;7;2;1;0;1;1;1;0;0;1;0;7;6;3;0;1;0;1;0;0;1;0;0;6;6;3;0;0;1;0;0;0;0;0;2;6;1;1;0;0;0;0;0;0;0;0;0;1
146301;12;miasto;stały;Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego, Wydział Sztuki, Radom, Śródmieście ul. Malczewskiego 22, 26-600 Radom;m. Radom;Radom;mazowieckie;376;493;493;0;192;184;184;0;1;2;0;0;0;0;0;0;0;184;0;0;184;0;0;0;0;184;4;2;0;1;0;0;1;0;0;0;0;4;10;7;2;1;0;0;0;0;0;0;0;10;68;15;30;0;9;10;0;0;0;0;4;68;95;47;2;37;0;8;0;0;0;0;1;95;3;1;0;1;0;0;1;0;0;0;0;3;4;0;0;1;0;0;0;0;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
146301;13;miasto;stały;Publiczna Szkoła Podstawowa Nr 5 im. Marii Dąbrowskiej, Radom, Śródmieście ul. gen. Józefa Sowińskiego 1, 26-600 Radom;m. Radom;Radom;mazowieckie;1182;1505;1505;0;464;718;718;0;1;1;1;1;0;0;0;0;1;719;1;0;719;4;1;3;0;715;38;23;5;3;0;4;1;0;1;0;1;38;39;11;22;2;0;0;0;1;0;3;0;39;285;64;124;9;29;47;0;2;0;1;9;285;318;159;2;140;0;10;4;0;0;2;1;318;3;0;2;0;0;0;0;1;0;0;0;3;21;8;1;6;0;1;0;1;1;2;1;21;6;1;2;1;0;1;0;0;0;0;1;6;5;0;1;0;0;1;0;0;1;1;1;5
146301;14;miasto;stały;Publiczna Szkoła Podstawowa Nr 5 im. Marii Dąbrowskiej, Radom, Śródmieście ul gen. Józefa Sowińskiego 1, 26-600 Radom;m. Radom;Radom;mazowieckie;1521;1988;1988;0;542;979;979;0;1;3;0;0;0;0;0;0;0;979;0;0;979;6;1;5;0;973;47;32;3;5;0;7;0;0;0;0;0;47;76;25;39;2;2;2;0;3;0;1;2;76;410;81;144;14;31;122;0;0;1;5;12;410;386;187;3;163;0;26;2;1;2;1;1;386;8;4;0;0;1;0;1;0;0;0;2;8;37;13;12;7;0;2;0;1;0;0;2;37;8;4;0;1;0;0;0;0;0;1;2;8;1;0;0;0;0;1;0;0;0;0;0;1
146301;15;miasto;stały;Przedszkole Publiczne Nr 2, Radom, Śródmieście ul. Jasińskiego 4, 26-600 Radom;m. Radom;Radom;mazowieckie;859;1115;1115;0;280;579;579;0;0;2;0;0;0;0;0;0;0;579;0;0;579;2;1;1;0;577;22;10;3;3;0;3;2;0;0;1;0;22;27;11;7;0;0;0;0;2;0;6;1;27;228;42;103;1;24;38;0;3;0;1;16;228;261;112;3;132;2;9;1;0;0;1;1;261;6;4;1;0;0;1;0;0;0;0;0;6;27;13;5;6;0;0;1;1;0;0;1;27;3;3;0;0;0;0;0;0;0;0;0;3;3;2;0;0;0;0;0;0;0;0;1;3
146301;16;miasto;stały;Publiczna Szkoła Podstawowa Nr 34, Radom, Śródmieście ul. Miła 18, 26-600 Radom;m. Radom;Radom;mazowieckie;1319;1724;1724;0;426;893;893;0;3;3;0;0;0;0;0;0;0;893;0;0;893;6;3;3;0;887;40;23;4;5;0;4;0;3;0;0;1;40;44;27;12;0;2;1;0;2;0;0;0;44;369;75;159;6;27;76;0;2;1;0;23;369;387;187;1;169;1;24;2;2;1;0;0;387;9;4;0;1;0;2;0;0;0;0;2;9;30;12;2;4;1;3;2;0;1;2;3;30;6;1;0;0;0;3;0;0;0;0;2;6;2;1;0;0;0;0;0;0;1;0;0;2
146301;17;miasto;stały;II Liceum Ogólnokształcące im. M. Konopnickiej, Radom, Śródmieście ul. Kusocińskiego 8, 26-600 Radom;m. Radom;Radom;mazowieckie;785;1010;1010;0;286;499;499;0;1;1;1;1;0;0;0;0;1;499;1;0;499;3;1;2;0;496;13;5;3;1;0;2;0;1;1;0;0;13;20;7;5;1;1;2;0;2;0;1;1;20;202;41;101;2;14;34;3;2;0;1;4;202;237;108;0;113;0;11;2;1;0;2;0;237;3;1;1;0;0;0;1;0;0;0;0;3;14;2;3;3;2;2;1;0;0;1;0;14;6;1;1;2;0;0;0;0;1;0;1;6;1;0;0;0;0;0;1;0;0;0;0;1
146301;18;miasto;stały;XI Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. St. Staszica, Radom, Śródmieście ul. 11 Listopada 27, 26-600 Radom;m. Radom;Radom;mazowieckie;1343;1757;1757;0;582;761;761;0;1;4;0;0;0;0;0;0;0;761;0;0;761;4;3;1;0;757;26;12;3;2;0;5;1;3;0;0;0;26;45;21;8;4;1;1;0;1;1;1;7;45;249;50;98;4;27;51;2;2;0;1;14;249;393;195;3;154;2;33;1;1;0;2;2;393;16;7;5;2;1;0;0;0;0;0;1;16;22;5;4;4;3;2;0;0;0;3;1;22;5;2;0;1;0;1;0;0;0;1;0;5;1;1;0;0;0;0;0;0;0;0;0;1
146301;19;miasto;stały;Przedszkole Publiczne Nr 15, Radom, Śródmieście ul. Kusocińskiego 10a, 26-600 Radom;m. Radom;Radom;mazowieckie;1067;1384;1384;0;428;639;639;0;3;1;0;0;0;0;0;0;0;639;0;0;639;6;4;2;0;633;24;13;3;2;1;0;0;0;0;2;3;24;27;6;11;4;1;0;1;1;2;0;1;27;210;48;79;7;23;39;1;1;1;0;11;210;345;151;8;159;3;15;4;1;1;2;1;345;4;2;1;1;0;0;0;0;0;0;0;4;19;7;3;3;0;2;1;0;1;2;0;19;4;0;0;0;0;1;1;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0
146301;20;miasto;stały;Zespół Szkół Ogólnokształcących Nr 6 im. J. Kochanowskiego, Radom, Śródmieście ul. Kilińskiego 25, 26-600 Radom;m. Radom;Radom;mazowieckie;700;910;910;0;385;315;315;0;0;3;0;0;0;0;0;0;0;315;0;0;315;0;0;0;0;315;17;9;2;4;1;1;0;0;0;0;0;17;14;9;1;0;1;0;0;1;1;1;0;14;108;21;54;4;4;15;0;0;2;0;8;108;149;82;1;58;2;4;1;0;0;1;0;149;5;2;1;1;0;1;0;0;0;0;0;5;17;7;2;1;1;1;0;3;1;0;1;17;3;2;1;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1;0;1;2
146301;21;miasto;stały;Zespół Szkół Ogólnokształcących Nr 6 im. J. Kochanowskiego, Radom, Śródmieście ul. Kilińskiego 25, 26-600 Radom;m. Radom;Radom;mazowieckie;761;985;985;0;324;437;437;0;0;7;0;0;0;0;0;0;0;437;0;0;437;2;0;2;0;435;27;17;2;3;0;4;1;0;0;0;0;27;20;16;2;0;0;0;0;0;1;1;0;20;163;32;78;3;12;27;2;1;0;1;7;163;200;104;1;81;4;9;0;0;0;1;0;200;6;2;0;1;0;0;1;1;0;1;0;6;14;2;1;1;4;0;1;1;2;1;1;14;5;2;0;3;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
146301;22;miasto;stały;Przedszkole Publiczne Nr. 4 im. Juliana Tuwima, Radom, Śródmieście ul. Kilińskiego 20, 26-600 Radom;m. Radom;Radom;mazowieckie;611;791;791;0;255;356;356;0;0;6;0;0;0;0;0;0;0;356;0;0;356;2;2;0;0;354;12;5;1;1;0;3;0;0;0;1;1;12;18;4;6;0;2;0;2;0;0;4;0;18;161;33;75;1;12;34;1;1;0;0;4;161;148;75;1;51;1;17;2;0;1;0;0;148;1;0;0;0;0;0;0;1;0;0;0;1;9;3;1;4;1;0;0;0;0;0;0;9;4;0;1;2;1;0;0;0;0;0;0;4;1;0;0;1;0;0;0;0;0;0;0;1
146301;23;miasto;stały;XIII Liceum Ogólnokształcące z Odziałami Dwujęzycznymi im. Polskich Noblistów, Radom, Śródmieście ul. 25 Czerwca 79, 26-600 Radom;m. Radom;Radom;mazowieckie;1277;1624;1624;0;416;861;861;0;0;1;0;0;0;0;0;0;0;861;0;0;861;5;2;3;0;856;38;22;6;2;0;5;2;0;0;1;0;38;39;22;11;0;0;2;0;3;0;1;0;39;322;71;159;7;11;58;0;1;0;0;15;322;425;235;4;158;1;21;3;1;1;0;1;425;11;10;0;0;0;1;0;0;0;0;0;11;18;9;2;3;0;0;0;2;0;2;0;18;3;1;0;0;0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0
146301;24;miasto;stały;Publiczna Szkoła Podstawowa Nr 33 im. Kawalerów Orderu Uśmiechu, Radom, Śródmieście ul. Oskara Kolberga 5, 26-600 Radom;m. Radom;Radom;mazowieckie;1269;1644;1644;0;339;930;930;0;2;6;0;0;0;0;0;0;0;930;0;0;930;6;2;4;0;924;43;27;4;1;1;5;2;1;0;2;0;43;51;24;14;1;3;1;1;3;0;3;1;51;401;66;166;9;72;66;1;1;1;0;19;401;390;222;3;129;3;25;1;1;6;0;0;390;8;2;3;0;0;0;0;2;1;0;0;8;25;9;8;4;1;0;0;0;0;3;0;25;4;0;0;3;0;0;0;0;0;0;1;4;2;0;0;0;0;1;0;0;0;0;1;2
146301;25;miasto;stały;Publiczna Szkoła Podstawowa Nr 33 im. Kawalerów Orderu Uśmiechu, Radom, Śródmieście ul. Kolberga 5, 26-600 Radom;m. Radom;Radom;mazowieckie;1269;1645;1645;0;471;798;798;0;1;1;1;1;0;0;0;0;1;799;1;0;799;1;1;0;0;798;38;26;5;4;1;2;0;0;0;0;0;38;36;14;8;1;1;3;0;1;2;4;2;36;325;80;129;2;24;74;1;0;3;0;12;325;363;202;3;124;1;27;2;1;1;2;0;363;8;4;2;0;0;1;0;0;0;0;1;8;24;10;1;3;4;0;0;1;0;3;2;24;2;0;0;1;0;0;0;0;1;0;0;2;2;0;0;0;1;0;0;0;1;0;0;2
146301;26;miasto;stały;Młodzieżowy Dom Kultury im. Heleny Stadnickiej, Radom, Śródmieście ul. Słowackiego 17, 26-600 Radom;m. Radom;Radom;mazowieckie;1231;1594;1594;0;469;762;762;0;0;0;0;0;0;0;0;0;0;762;0;0;762;6;5;1;0;756;19;13;1;3;1;1;0;0;0;0;0;19;28;11;7;4;1;0;0;2;0;2;1;28;272;63;110;6;21;56;1;0;2;1;12;272;401;244;2;121;0;26;2;0;1;2;3;401;9;6;1;0;0;1;0;0;0;1;0;9;20;8;3;4;0;0;0;2;0;1;2;20;6;2;0;0;0;2;0;1;0;0;1;6;1;0;0;0;0;0;0;0;1;0;0;1
146301;27;miasto;stały;Młodzieżowy Dom Kultury im. Heleny Stadnickiej, Radom, Śródmieście ul. Słowackiego 17, 26-600 Radom;m. Radom;Radom;mazowieckie;1049;1354;1354;0;443;606;606;0;2;0;0;0;0;0;0;0;0;606;0;0;606;7;3;4;0;599;31;14;5;2;3;4;0;2;0;0;1;31;39;23;2;4;4;1;0;0;1;1;3;39;256;45;115;7;18;53;0;0;1;1;16;256;252;139;1;82;1;26;2;1;0;0;0;252;3;0;0;1;0;1;0;0;0;0;1;3;15;1;0;5;2;0;1;0;0;5;1;15;2;1;1;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1
146301;28;miasto;stały;Publiczna Szkoła Podstawowa Nr 6 z Oddziałami Integracyjnymi im. Orła Białego, Radom, Gołębiów ul. Rapackiego 24, 26-600 Radom;m. Radom;Radom;mazowieckie;1551;2006;2006;0;524;1027;1027;0;0;3;0;0;0;0;0;0;0;1033;0;7;1026;2;0;2;0;1024;51;27;4;0;1;11;0;3;1;4;0;51;70;37;16;2;2;5;0;2;0;1;5;70;391;75;171;6;44;71;1;1;2;2;18;391;457;244;6;163;4;29;3;1;0;5;2;457;5;1;0;2;0;0;1;1;0;0;0;5;38;21;5;5;0;1;1;3;2;0;0;38;8;5;0;0;0;1;0;0;0;0;2;8;4;0;0;1;0;1;0;0;1;0;1;4
146301;29;miasto;stały;Publiczna Szkoła Podstawowa Nr 24 im. Kornela Makuszyńskiego, Radom, Gołębiów ul. Powstańców Śląskich 4, 26-600 Radom;m. Radom;Radom;mazowieckie;1250;1628;1628;0;331;918;918;0;1;2;0;0;0;0;0;0;0;918;0;0;918;3;3;0;0;915;30;17;1;4;0;7;1;0;0;0;0;30;45;18;6;4;2;1;0;7;3;3;1;45;277;67;98;3;14;73;1;0;2;0;19;277;528;294;2;192;3;35;1;0;1;0;0;528;4;0;1;0;0;3;0;0;0;0;0;4;26;12;3;6;0;1;0;0;0;3;1;26;4;1;0;0;0;1;0;0;0;0;2;4;1;0;0;0;0;0;0;1;0;0;0;1
146301;30;miasto;stały;Przedszkole Publiczne Nr 1 im. Marii Konopnickiej, Radom, Śródmieście ul. płk. Zientarskiego 3, 26-600 Radom;m. Radom;Radom;mazowieckie;1489;1944;1944;0;496;993;993;0;0;0;0;0;0;0;0;0;0;993;0;0;993;7;5;2;0;986;44;17;5;4;3;8;1;1;4;0;1;44;48;22;11;4;0;0;0;3;1;6;1;48;413;72;171;4;43;94;2;3;0;6;18;413;454;256;4;148;4;29;1;2;1;6;3;454;2;1;0;0;0;0;0;1;0;0;0;2;18;7;5;4;1;0;0;0;0;1;0;18;6;3;2;0;0;0;0;0;0;0;1;6;1;0;0;0;0;0;0;0;1;0;0;1
146301;31;miasto;stały;Przedszkole Publiczne z Odziałami Integracyjnymi Nr 24 im. Janusza Korczaka, Radom, Gołębiów ul. Powstańców Śląskich 9, 26-600 Radom;m. Radom;Radom;mazowieckie;1390;1801;1801;0;440;950;950;0;1;2;1;1;0;0;0;0;1;951;1;0;951;5;0;5;0;946;42;29;5;2;2;3;1;0;0;0;0;42;48;16;22;0;1;1;0;2;1;2;3;48;344;89;124;10;28;79;1;1;0;0;12;344;463;277;2;148;6;24;1;0;1;1;3;463;11;4;1;2;0;0;1;2;0;0;1;11;31;14;4;7;2;0;3;1;0;0;0;31;7;0;1;2;0;0;0;1;0;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0
146301;32;miasto;stały;Zespół Szkół Elektronicznych im. Bohaterów Westerplatte, Radom, Gołębiów ul. Sadkowska 19, 26-600 Radom;m. Radom;Radom;mazowieckie;999;1292;1292;0;265;734;734;0;0;5;0;0;0;0;0;0;0;734;0;0;734;4;0;4;0;730;28;15;4;2;1;6;0;0;0;0;0;28;20;7;6;3;1;0;0;1;0;0;2;20;245;52;97;6;22;54;0;0;1;2;11;245;394;198;4;163;2;22;1;0;1;1;2;394;4;2;1;0;0;0;0;1;0;0;0;4;27;11;3;7;1;1;0;1;0;3;0;27;9;3;1;2;0;1;0;0;0;1;1;9;3;2;1;0;0;0;0;0;0;0;0;3
146301;33;miasto;stały;Przedszkole Publiczne Nr 3 z Oddziałami Specjalnymi im. Janiny Porazińskiej, Radom, Gołębiów ul. Olsztyńska 12, 26-600 Radom;m. Radom;Radom;mazowieckie;1530;1990;1990;0;495;1035;1035;0;1;2;0;0;0;0;0;0;0;1035;0;0;1035;10;7;3;0;1025;38;25;1;1;0;4;1;1;0;2;3;38;57;23;11;1;5;4;0;3;0;6;4;57;407;77;199;7;30;78;3;1;3;1;8;407;480;256;3;172;1;40;5;1;0;1;1;480;10;1;0;2;0;2;1;3;0;0;1;10;27;9;2;6;0;3;0;3;1;1;2;27;4;0;1;2;0;0;0;0;0;1;0;4;2;1;0;0;0;0;0;0;0;0;1;2
146301;34;miasto;stały;Publiczna Szkoła Podstawowa Nr 27, Radom, Gołębiów ul. Sadkowska 16, 26-600 Radom;m. Radom;Radom;mazowieckie;1058;1374;1374;0;410;648;648;0;1;2;0;0;0;0;0;0;0;648;0;0;648;4;4;0;0;644;26;14;3;1;3;3;0;0;0;1;1;26;24;7;11;0;1;1;0;2;0;1;1;24;234;53;82;5;24;61;0;0;1;0;8;234;330;199;3;89;3;30;1;0;2;2;1;330;8;3;2;1;0;0;0;0;0;1;1;8;21;10;2;4;0;1;0;1;1;2;0;21;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
146301;35;miasto;stały;Wodociągi Miejskie w Radomiu Sp. z o. o., Radom, Śródmieście ul. Filtrowa 4, 26-600 Radom;m. Radom;Radom;mazowieckie;982;1252;1252;0;410;573;573;0;0;2;0;0;0;0;0;0;0;573;0;0;573;0;0;0;0;573;27;13;1;3;0;8;0;0;0;2;0;27;33;19;4;1;0;0;2;0;0;7;0;33;184;45;83;5;11;29;0;2;1;0;8;184;293;158;2;117;1;13;2;0;0;0;0;293;7;5;0;0;0;1;0;0;0;0;1;7;21;7;2;6;1;2;2;0;0;0;1;21;6;3;0;3;0;0;0;0;0;0;0;6;2;0;0;0;0;1;1;0;0;0;0;2
146301;36;miasto;stały;Przedszkole Publiczne Nr 3 z Oddziałami Specjalnymi im. Janiny Porazińskiej, Radom, Śródmieście ul. Olsztyńska 12, 26-600 Radom;m. Radom;Radom;mazowieckie;1516;1943;1943;0;543;973;973;0;0;1;0;0;0;0;0;0;0;973;0;0;973;2;2;0;0;971;42;21;7;3;1;5;0;2;1;1;1;42;41;15;17;2;2;0;1;1;1;1;1;41;382;93;148;18;28;79;1;0;1;2;12;382;470;250;3;175;6;28;2;2;3;1;0;470;10;1;3;0;0;0;1;1;1;2;1;10;19;8;1;6;0;0;0;1;0;2;1;19;4;1;0;0;0;0;1;0;1;0;1;4;3;0;0;0;0;1;0;1;0;0;1;3
146301;37;miasto;stały;"Dom Pomocy Społecznej ""Nad Potokiem"" im. Bohdany ""Danuty"" Kijewskiej, Radom, Śródmieście ul. Struga 88, 26-600 Radom";m. Radom;Radom;mazowieckie;100;148;148;0;50;50;50;0;0;0;0;0;0;0;0;0;0;50;0;0;50;3;0;3;0;47;4;1;2;0;0;1;0;0;0;0;0;4;3;1;0;2;0;0;0;0;0;0;0;3;3;2;1;0;0;0;0;0;0;0;0;3;35;24;0;5;1;1;1;2;0;1;0;35;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
146301;38;miasto;stały;Tarnobrzeska Specjalna Strefa Ekonomiczna, Radom, Gołębiów ul. Tarnobrzeska 8, 26-600 Radom;m. Radom;Radom;mazowieckie;1650;2150;2150;0;559;1091;1091;0;1;5;0;0;0;0;0;0;0;1091;0;0;1091;4;3;1;0;1087;51;25;2;3;2;10;0;0;1;3;5;51;65;32;14;4;1;1;1;0;1;8;3;65;387;94;172;4;21;69;1;2;3;0;21;387;526;296;6;176;1;38;1;1;1;4;2;526;9;5;0;0;1;1;1;0;0;0;1;9;37;13;5;6;2;1;2;2;1;2;3;37;9;4;0;3;0;0;0;0;2;0;0;9;3;2;0;0;0;0;0;0;1;0;0;3
146301;39;miasto;stały;Publiczna Szkoła Podstawowa Nr 19 im. Edmunda Bakalarza, Radom, Stara Wola Gołębiowska ul. Energetyków 10, 26-600 Radom;m. Radom;Radom;mazowieckie;1031;1343;1343;0;421;610;610;0;0;1;0;0;0;0;0;0;0;610;0;0;610;4;0;4;0;606;18;15;0;2;0;1;0;0;0;0;0;18;12;5;2;0;2;0;0;1;0;0;2;12;57;19;20;0;3;11;2;1;0;0;1;57;490;274;6;176;11;17;2;2;1;1;0;490;6;1;0;0;0;1;0;0;0;0;4;6;20;6;5;3;2;0;0;1;2;1;0;20;3;1;1;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0
146301;40;miasto;stały;Publiczna Szkoła Podstawowa Nr 1 z Oddziałami Integracyjnymi im. Ignacego Daszyńskiego w Radomiu, Radom, Glinice ul. Odrodzenia 37, 26-600 Radom;m. Radom;Radom;mazowieckie;1291;1667;1667;0;414;877;877;0;2;1;0;0;0;0;0;0;0;877;0;0;877;3;3;0;0;874;44;29;4;2;2;4;0;0;1;0;2;44;41;27;7;0;3;1;1;1;0;0;1;41;345;83;155;4;36;50;0;5;1;0;11;345;397;215;3;144;3;29;1;0;0;0;2;397;7;1;2;1;1;0;1;0;0;1;0;7;31;5;10;3;1;1;1;3;0;4;3;31;6;1;0;2;0;0;0;0;1;1;1;6;3;0;1;0;0;1;0;0;0;0;1;3
