Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 BOSAK Krzysztof;2 KULESZA Jakub;3 PAZIO Rafał Piotr;4 ROSS Sebastian;5 KRAJSKI Stanisław;6 PISKORZ Monika Beata;7 PAMIĘTA Marta;8 KRAJEWSKA Zuzanna Maria;9 KRZYSZTOFIK Joanna;10 JAKUBIAK Marek;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 BIEDROŃ Robert;2 SCHEURING-WIELGUS Joanna Izabela;3 PŁATEK Monika Stanisława;4 TRACZYK Adam Paweł;5 BUŹNIAK Sylwia Lidia;6 TARCZYŃSKA Anna Małgorzata;7 PELC Filip Tadeusz;8 KUBIAK Jacek Zbigniew;9 BRAITER Katarzyna Anna;10 GAWKOWSKI Krzysztof Kamil;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 CIMOSZEWICZ Włodzimierz;2 HALICKI Andrzej Witold;3 GASIUK-PIHOWICZ Kamila;4 HÜBNER Danuta Maria;5 BONI Michał Jan;6 ZIELIŃSKA Urszula Sara;7 PUDŁOWSKI Paweł Patryk;8 KALATA Edyta Teresa;9 BRZEZIŃSKA Anna Katarzyna;10 BARTOSZEWSKI Władysław Teofil;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 SARYUSZ-WOLSKI Jacek Emil;2 CZARNECKI Ryszard Henryk;3 RADZIWIŁŁ Konstanty;4 CZERWIŃSKA Anita;5 GRYGLAS Zbigniew;6 TOMASZEWSKA Ewa;7 SMIRNOW Andrzej;8 KALETA Sebastian Jerzy;9 CHOROSIŃSKA Dominika Małgorzata;10 WYPYCH Małgorzata Maria;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 ZANDBERG Adrian Tadeusz;2 NOSAL-IKONOWICZ Agata Alina;3 KUCZYŃSKA Urszula Teresa;4 WRÓBLEWSKI Giedymin;5 TOFIL-SŁAWUSZEWSKA Anna Maria;6 BIEJAT Magdalena Agnieszka;7 MIERZWA Michał Mikołaj;8 WICHA Joanna Beata;9 WALCZYŃSKI Hubert Michał;10 GRODZKA Anna;Razem;Lista nr 6 - KWW KUKIZ'15;1 TYSZKA Stanisław;2 RZYMKOWSKI Tomasz Piotr;3 TANAJNO Paweł Jan;4 WITKOWSKA Agata Joanna;5 GŁOWACKA Ewa Katarzyna;6 OLSZEWSKA Mariola Aneta;7 MODZELEWSKI Jarosław;8 WOJAKOWSKA Magdalena Maria;9 BORKOWSKI Łukasz Jan;10 JOŃCZYK Łukasz;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 GWIAZDOWSKI Robert Andrzej;2 CZERWIŃSKA Ewa Barbara;3 STECZOWICZ Bartłomiej Aleksander;4 ADAMKIEWICZ Marcin Piotr;5 MELAK Zofia Emilia;6 STAŃCZUK Dunia;7 MATYJASIAK Wojciech Robert;8 BEKIER Bartłomiej Maksymilian;9 SOWIŃSKA-KOBELAK Dorota;10 ŻMIJEWSKI Bogdan;Razem
146507;459;miasto;stały;Szkoła Podstawowa nr 397, Praga-Południe ul. Afrykańska 11, 03-938 Warszawa;Praga-Południe;Warszawa;mazowieckie;1243;1633;1633;0;137;1106;1106;0;3;5;0;0;0;0;0;0;0;1106;0;0;1106;5;0;5;0;1101;30;9;2;1;0;1;1;0;1;0;15;30;103;64;12;22;3;0;1;0;0;1;0;103;537;219;65;71;125;19;6;3;2;3;24;537;366;192;67;21;6;9;6;0;35;3;27;366;16;9;2;2;1;0;0;0;0;0;2;16;32;19;4;2;1;3;0;0;1;0;2;32;17;12;2;0;1;0;0;0;0;1;1;17
146507;460;miasto;stały;Zespół Szkół nr 37, Praga-Południe al. Stanów Zjednoczonych 24, 03-909 Warszawa;Praga-Południe;Warszawa;mazowieckie;1407;1846;1844;2;194;1213;1213;0;1;13;0;0;0;0;0;0;0;1213;0;0;1213;3;2;1;0;1210;45;27;6;0;0;2;0;0;0;0;10;45;109;73;16;17;2;0;0;0;1;0;0;109;594;234;80;67;133;25;7;10;3;4;31;594;381;179;86;25;16;4;5;2;45;6;13;381;23;18;1;1;0;1;0;2;0;0;0;23;38;25;6;1;1;2;2;0;0;0;1;38;20;16;1;1;0;0;1;0;0;1;0;20
146507;461;miasto;stały;Szkoła Podstawowa nr 397, Praga-Południe ul. Afrykańska 11, 03-914 Warszawa;Praga-Południe;Warszawa;mazowieckie;1272;1703;1701;2;105;1167;1167;0;1;7;0;0;0;0;0;0;0;1167;0;0;1167;1;1;0;0;1166;38;23;5;0;0;0;0;1;0;0;9;38;161;117;16;21;3;0;1;1;0;0;2;161;703;211;66;107;229;27;4;16;0;11;32;703;153;63;32;8;7;7;4;2;17;5;8;153;16;12;2;0;0;0;1;0;0;0;1;16;53;36;3;2;4;3;0;0;2;1;2;53;42;32;1;1;0;3;1;1;1;0;2;42
146507;462;miasto;stały;Przedszkole nr 295, Praga-Południe ul. Afrykańska 9, 03-914 Warszawa;Praga-Południe;Warszawa;mazowieckie;1302;1595;1595;0;302;1000;1000;0;0;11;0;0;0;0;0;0;0;1000;0;0;1000;3;1;2;0;997;47;33;2;0;1;1;0;0;1;0;9;47;82;44;18;17;2;1;0;0;0;0;0;82;527;195;81;61;127;19;4;7;2;2;29;527;288;148;73;13;3;10;5;3;17;6;10;288;12;9;0;0;1;0;0;0;1;0;1;12;20;13;3;2;1;1;0;0;0;0;0;20;21;17;2;0;0;2;0;0;0;0;0;21
146507;463;miasto;stały;Dom Pomocy Społecznej im. Matysiaków, Praga-Południe ul. Arabska 3, 03-947 Warszawa;Praga-Południe;Warszawa;mazowieckie;1158;1411;1409;2;123;1035;1035;0;1;9;0;0;0;0;0;0;0;1035;0;0;1035;0;0;0;0;1035;36;19;4;1;0;1;0;0;1;0;10;36;96;63;17;15;0;0;0;0;0;0;1;96;600;203;107;71;153;24;4;3;0;1;34;600;235;119;57;13;4;3;1;0;26;4;8;235;21;14;1;4;0;0;0;0;0;0;2;21;36;23;7;0;1;1;0;0;1;1;2;36;11;7;0;0;1;0;1;0;0;0;2;11
146507;464;miasto;stały;Żłobek nr 45, Praga-Południe ul. Pawlikowskiego 2, 03-973 Warszawa;Praga-Południe;Warszawa;mazowieckie;1650;2130;2130;0;240;1410;1410;0;0;7;1;1;0;0;0;0;1;1413;1;4;1409;4;2;2;0;1405;51;29;2;0;0;3;1;0;0;0;16;51;125;87;11;19;0;2;4;0;1;0;1;125;705;254;101;100;156;29;8;9;2;6;40;705;419;178;120;36;11;4;9;3;37;10;11;419;44;29;5;0;0;1;5;0;1;1;2;44;44;25;5;1;4;4;1;1;2;1;0;44;17;13;2;0;1;0;0;0;0;0;1;17
146507;465;miasto;stały;Przedszkole nr 384, Praga-Południe ul. J. Meissnera 8B, 03-966 Warszawa;Praga-Południe;Warszawa;mazowieckie;1330;1706;1704;2;203;1127;1126;1;0;10;0;0;0;0;0;0;0;1127;0;0;1127;3;3;0;0;1124;52;26;4;0;1;5;1;1;2;0;12;52;103;68;11;22;1;0;0;0;1;0;0;103;582;226;76;61;144;21;5;6;3;0;40;582;322;147;74;20;12;6;5;1;39;7;11;322;12;9;1;1;0;0;0;0;0;1;0;12;30;19;4;2;2;0;0;1;0;0;2;30;23;15;3;0;2;1;0;0;0;1;1;23
146507;466;miasto;stały;Szkoła Podstawowa nr 185, Praga-Południe ul. gen. T. Bora-Komorowskiego 31, 03-964 Warszawa;Praga-Południe;Warszawa;mazowieckie;1557;2018;2017;1;188;1369;1369;0;0;15;0;0;0;0;0;0;0;1369;0;0;1369;8;3;5;0;1361;57;25;3;1;1;1;0;3;0;2;21;57;134;78;18;32;1;1;1;1;1;1;0;134;715;268;91;100;149;31;9;2;8;6;51;715;353;167;90;18;11;7;5;3;29;8;15;353;25;21;1;1;1;0;0;0;0;0;1;25;48;34;4;2;4;1;0;1;2;0;0;48;29;20;2;0;3;0;1;0;1;1;1;29
146507;467;miasto;stały;Szkoła Podstawowa nr 135, Praga-Południe ul. G. Przemyka 5, 03-966 Warszawa;Praga-Południe;Warszawa;mazowieckie;991;1318;1317;1;154;836;835;1;0;10;0;0;0;0;0;0;0;837;0;0;837;8;4;4;0;829;33;13;1;0;0;2;1;0;0;0;16;33;89;53;16;16;0;0;0;1;0;1;2;89;506;253;71;62;85;8;1;5;3;1;17;506;158;71;39;11;8;1;4;1;19;1;3;158;15;12;2;0;0;0;0;0;0;0;1;15;17;13;1;1;1;0;0;1;0;0;0;17;11;6;0;0;0;1;1;2;0;0;1;11
146507;468;miasto;stały;Przedszkole nr 198, Praga-Południe ul. G. Przemyka 5, 03-966 Warszawa;Praga-Południe;Warszawa;mazowieckie;1137;1483;1483;0;128;1009;1009;0;0;4;1;1;0;0;0;0;1;1009;1;2;1007;5;2;3;0;1002;32;18;1;1;0;3;1;0;0;0;8;32;87;67;5;11;1;0;1;0;0;0;2;87;506;203;39;74;128;18;3;6;0;4;31;506;315;163;83;8;5;4;4;2;30;0;16;315;17;11;2;0;0;0;0;0;0;0;4;17;29;15;3;6;2;1;0;0;1;1;0;29;16;11;2;0;0;1;1;0;0;1;0;16
146507;469;miasto;stały;Klub Kultury Gocław, filia Centrum Promocji Kultury, Praga-Południe ul. gen. R. Abrahama 10, 03-977 Warszawa;Praga-Południe;Warszawa;mazowieckie;962;1252;1252;0;104;858;858;0;0;11;0;0;0;0;0;0;0;857;0;0;857;3;1;2;0;854;37;23;1;0;0;3;1;0;1;1;7;37;78;56;9;10;2;0;0;0;0;0;1;78;438;178;64;62;102;8;8;3;0;3;10;438;241;112;56;14;14;5;5;2;18;5;10;241;13;10;1;0;0;0;0;0;0;1;1;13;38;22;3;2;5;0;1;1;0;3;1;38;9;5;1;0;0;0;0;0;0;2;1;9
146507;470;miasto;stały;oddział zamiejscowy Przedszkola nr 198, Praga-Południe ul. gen. R. Abrahama 10, 03-983 Warszawa;Praga-Południe;Warszawa;mazowieckie;1359;1727;1727;0;198;1161;1161;0;0;6;0;0;0;0;0;0;0;1161;0;0;1161;9;1;8;0;1152;59;34;2;1;0;2;1;2;1;0;16;59;117;72;19;20;2;0;1;0;1;0;2;117;616;275;66;59;125;20;9;8;3;2;49;616;277;127;63;11;10;5;10;2;31;3;15;277;26;17;1;1;0;3;0;0;0;1;3;26;32;23;2;3;1;1;1;0;0;0;1;32;25;16;4;0;2;3;0;0;0;0;0;25
146507;471;miasto;stały;Szkoła Podstawowa nr 375, Praga-Południe ul. gen. A. Abrahama 10, 03-982 Warszawa;Praga-Południe;Warszawa;mazowieckie;1106;1424;1424;0;201;905;905;0;0;7;0;0;0;0;0;0;0;905;0;2;903;6;4;2;0;897;47;30;1;0;0;1;0;2;2;0;11;47;84;62;14;7;0;0;0;0;0;0;1;84;459;149;78;60;121;16;4;0;3;2;26;459;246;118;61;10;4;6;6;5;23;5;8;246;12;7;1;1;1;0;1;0;0;0;1;12;26;14;6;1;1;1;0;1;0;2;0;26;23;13;3;0;1;1;2;1;0;1;1;23
146507;472;miasto;stały;Szkoła Podstawowa nr 312, Praga-Południe ul. W. Umińskiego 12, 03-982 Warszawa;Praga-Południe;Warszawa;mazowieckie;1491;1929;1929;0;224;1267;1267;0;0;7;0;0;0;0;0;0;0;1266;0;0;1266;4;3;1;0;1262;69;36;4;3;0;0;0;1;1;6;18;69;132;79;15;28;2;5;0;0;0;1;2;132;646;219;104;85;177;26;5;4;0;5;21;646;327;148;89;9;12;12;13;2;20;9;13;327;29;17;3;0;3;0;1;0;3;0;2;29;37;27;3;2;3;1;0;1;0;0;0;37;22;17;2;0;0;1;1;0;0;0;1;22
146507;473;miasto;stały;Szkoła Podstawowa nr 312, Praga-Południe ul. W. Umińskiego 12, 03-982 Warszawa;Praga-Południe;Warszawa;mazowieckie;1441;1905;1903;2;228;1213;1212;1;0;5;0;0;0;0;0;0;0;1213;0;0;1213;4;3;1;0;1209;49;22;4;0;0;3;0;1;4;1;14;49;127;81;10;26;3;2;2;0;0;1;2;127;610;181;74;79;197;17;4;3;3;1;51;610;322;152;65;20;13;8;5;4;28;8;19;322;17;12;0;1;0;0;1;0;0;0;3;17;59;41;1;2;5;1;4;0;2;2;1;59;25;21;0;0;0;1;1;0;1;1;0;25
146507;474;miasto;stały;Szkoła Podstawowa nr 312, Praga-Południe ul. W. Umińskiego 12, 03-982 Warszawa;Praga-Południe;Warszawa;mazowieckie;1461;1946;1946;0;188;1273;1273;0;0;13;0;0;0;0;0;0;0;1274;0;0;1274;10;7;3;0;1264;42;29;3;0;2;1;0;2;0;0;5;42;124;78;17;24;0;1;0;1;1;0;2;124;721;337;60;112;144;23;4;4;0;6;31;721;320;153;81;15;8;11;6;0;32;6;8;320;22;15;2;0;0;0;0;1;1;0;3;22;28;16;5;2;0;0;1;0;3;0;1;28;7;6;1;0;0;0;0;0;0;0;0;7
146507;475;miasto;stały;Przedszkole nr 425, Praga-Południe ul. T. Rechniewskiego 11A, 03-982 Warszawa;Praga-Południe;Warszawa;mazowieckie;1407;1827;1826;1;173;1234;1234;0;0;7;0;0;0;0;0;0;0;1232;0;0;1232;4;3;1;0;1228;49;28;3;2;1;2;0;0;0;0;13;49;186;120;25;24;6;2;0;1;1;4;3;186;695;229;81;104;179;32;8;8;3;5;46;695;226;103;55;15;6;7;5;0;18;7;10;226;23;19;2;0;0;0;0;0;0;1;1;23;35;20;2;1;4;2;1;1;3;1;0;35;14;12;1;0;0;0;0;0;1;0;0;14
146507;476;miasto;stały;Przedszkole nr 218, Praga-Południe ul. T. Rechniewskiego 5B, 03-982 Warszawa;Praga-Południe;Warszawa;mazowieckie;1153;1512;1510;2;220;933;933;0;0;3;0;0;0;0;0;0;0;933;0;0;933;7;7;0;0;926;44;32;0;1;0;0;0;1;0;1;9;44;75;51;13;5;0;1;2;1;0;1;1;75;466;168;61;63;129;9;1;6;0;2;27;466;283;147;67;12;15;4;10;4;15;4;5;283;8;7;0;1;0;0;0;0;0;0;0;8;37;19;4;6;3;2;0;0;0;3;0;37;13;10;1;0;2;0;0;0;0;0;0;13
146507;477;miasto;stały;Szkoła Podstawowa nr 312, Praga-Południe ul. W. Umińskiego 11, 03-982 Warszawa;Praga-Południe;Warszawa;mazowieckie;1187;1516;1516;0;175;1012;1012;0;1;3;0;0;0;0;0;0;0;1012;0;0;1012;9;3;6;0;1003;38;21;1;3;0;1;0;0;0;1;11;38;87;63;8;15;0;1;0;0;0;0;0;87;460;166;73;68;104;10;1;8;1;2;27;460;359;163;81;13;21;5;11;4;44;5;12;359;5;3;1;1;0;0;0;0;0;0;0;5;36;22;2;2;3;1;2;1;1;2;0;36;18;6;4;0;1;0;2;0;1;0;4;18
146507;478;miasto;stały;Szkoła Podstawowa nr 312, Praga-Południe ul. W. Umińskiego 11, 03-984 Warszawa;Praga-Południe;Warszawa;mazowieckie;1206;1507;1507;0;202;1004;1004;0;0;4;1;1;0;0;0;0;1;1005;1;0;1005;7;3;4;0;998;40;17;2;1;0;6;1;1;0;0;12;40;83;53;14;15;0;0;0;0;0;1;0;83;615;322;55;72;113;9;1;2;2;6;33;615;202;110;39;6;5;7;8;1;9;6;11;202;15;8;5;0;0;0;0;0;0;0;2;15;33;20;3;2;3;1;2;1;0;1;0;33;10;9;1;0;0;0;0;0;0;0;0;10
146507;479;miasto;stały;Żłobek nr 33, Praga-Południe ul. W. Umińskiego 9, 03-984 Warszawa;Praga-Południe;Warszawa;mazowieckie;1652;2138;2138;0;188;1464;1464;0;2;5;0;0;0;0;0;0;0;1464;0;0;1464;1;0;1;0;1463;66;33;6;2;1;5;1;1;2;0;15;66;171;107;21;35;3;0;2;0;1;0;2;171;904;422;92;95;183;22;13;9;7;9;52;904;217;103;48;13;14;5;3;0;12;8;11;217;25;14;1;2;2;0;0;0;1;2;3;25;53;37;4;3;1;2;3;0;0;1;2;53;27;20;3;0;1;1;0;0;2;0;0;27
146507;480;miasto;stały;Przedszkole Nr 380, Praga-Południe ul. gen. T. Bora-Komorowskiego 10A, 03-984 Warszawa;Praga-Południe;Warszawa;mazowieckie;1478;1888;1888;0;289;1189;1189;0;0;10;0;0;0;0;0;0;0;1189;0;0;1189;5;3;2;0;1184;46;24;9;1;0;3;1;0;1;1;6;46;125;96;7;12;4;0;3;0;1;2;0;125;664;325;85;83;111;9;5;6;2;4;34;664;276;126;83;13;7;3;7;1;19;6;11;276;18;12;0;0;0;0;1;0;2;1;2;18;38;27;3;1;2;1;0;0;1;2;1;38;17;10;0;1;0;1;3;1;0;0;1;17
146507;481;miasto;stały;Biblioteka Publiczna im. Zygmunta Jana Rumla w Dzielnicy Praga – Południe m. st. Warszawy, Praga-Południe ul. J. Meissnera 5, 03-984 Warszawa;Praga-Południe;Warszawa;mazowieckie;1919;2542;2542;0;341;1578;1578;0;1;14;0;0;0;0;0;0;0;1578;0;0;1578;6;5;1;0;1572;53;29;7;0;0;2;0;3;2;0;10;53;150;104;15;23;3;1;0;2;0;2;0;150;806;277;139;108;187;17;10;8;5;4;51;806;432;185;116;37;17;2;9;1;46;9;10;432;39;31;2;2;0;0;1;0;0;0;3;39;54;32;7;2;5;3;2;0;1;1;1;54;38;29;4;1;0;0;0;0;0;0;4;38
146507;1131;miasto;areszt śledczy;Areszt Śledczy Warszawa Grochów, Praga-Południe ul. J. Chłopickiego 71A, 04-275 Warszawa;Praga-Południe;Warszawa;mazowieckie;552;565;565;0;293;259;259;0;0;0;0;0;0;0;0;0;0;259;0;0;259;9;5;4;0;250;13;5;0;1;0;2;2;1;0;0;2;13;61;56;1;2;1;0;0;0;0;1;0;61;110;70;11;5;7;5;4;1;1;4;2;110;28;10;10;0;4;0;2;0;0;1;1;28;4;0;2;0;1;0;0;1;0;0;0;4;24;9;0;2;3;7;1;1;0;0;1;24;10;2;3;1;1;0;1;0;1;0;1;10
146507;1132;miasto;zakład leczniczy;Wojskowy Instytut Medyczny, Praga-Południe ul. Szaserów 128, 04-349 Warszawa;Praga-Południe;Warszawa;mazowieckie;349;879;879;0;155;194;194;0;0;6;0;0;0;0;0;0;0;194;0;0;194;3;3;0;0;191;6;3;2;0;0;0;0;0;0;0;1;6;15;9;1;2;0;0;1;2;0;0;0;15;80;33;11;6;16;2;0;0;0;1;11;80;79;35;21;5;4;3;1;0;8;1;1;79;1;1;0;0;0;0;0;0;0;0;0;1;7;2;3;0;0;0;0;0;0;1;1;7;3;3;0;0;0;0;0;0;0;0;0;3
146507;1133;miasto;zakład leczniczy;Szpital Grochowski im. dr med. Rafała Masztaka sp. zo. o, Praga-Południe ul. Grenadierów 51/59, 04-073 Warszawa;Praga-Południe;Warszawa;mazowieckie;252;273;273;0;200;52;52;0;0;5;0;0;0;0;0;0;0;52;0;0;52;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;1;0;0;0;0;6;25;9;3;6;6;0;0;0;0;0;1;25;19;7;6;4;1;0;1;0;0;0;0;19;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
146507;1134;miasto;dom pomocy społecznej;Dom Pomocy Społecznej im. Matysiaków, Praga-Południe ul. Arabska 3, 03-977 Warszawa;Praga-Południe;Warszawa;mazowieckie;104;97;97;0;47;57;57;0;0;0;0;0;0;0;0;0;0;57;0;0;57;2;1;1;0;55;2;2;0;0;0;0;0;0;0;0;0;2;3;2;1;0;0;0;0;0;0;0;0;3;13;5;3;2;2;1;0;0;0;0;0;13;31;12;15;2;0;0;0;0;1;1;0;31;2;0;0;1;0;1;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;1;3;0;0;1;0;1;0;0;1;0;0;3
146508;361;miasto;stały;(ZGN), Praga-Północ ul. Jagiellońska 61, 03-301 Warszawa;Praga-Północ;Warszawa;mazowieckie;1184;1541;1541;0;450;734;734;0;0;6;1;1;0;0;0;0;1;735;1;0;735;0;0;0;0;735;31;20;7;0;0;0;1;0;0;0;3;31;82;62;13;2;1;0;3;0;1;0;0;82;308;154;42;29;42;7;8;4;2;2;18;308;247;106;68;18;10;5;3;1;31;4;1;247;22;15;2;3;0;0;0;0;0;0;2;22;29;13;3;2;4;0;3;1;0;1;2;29;16;10;2;0;1;1;0;2;0;0;0;16
146508;362;miasto;stały;Zespół Szkół nr 73, Praga-Północ ul. W. Burdzińskiego 4, 03-480 Warszawa;Praga-Północ;Warszawa;mazowieckie;870;1123;1123;0;281;589;589;0;0;3;0;0;0;0;0;0;0;589;0;0;589;4;2;2;0;585;35;23;0;1;0;2;1;0;0;1;7;35;74;45;15;7;1;1;0;0;0;3;2;74;218;87;33;26;37;17;1;0;0;0;17;218;219;113;59;16;2;4;2;3;12;3;5;219;12;5;1;1;0;0;1;1;0;0;3;12;15;11;1;0;0;1;1;1;0;0;0;15;12;8;2;0;0;1;1;0;0;0;0;12
146508;363;miasto;stały;Zespół Szkół nr 73, Praga-Północ ul. W. Burdzińskiego 4, 03-480 Warszawa;Praga-Północ;Warszawa;mazowieckie;948;1231;1231;0;245;703;703;0;0;6;0;0;0;0;0;0;0;703;0;0;703;4;2;2;0;699;37;22;1;0;1;3;0;2;0;0;8;37;73;54;5;10;0;1;0;0;2;0;1;73;305;128;47;43;60;9;2;0;2;1;13;305;236;102;72;10;10;8;3;3;13;9;6;236;15;8;5;1;1;0;0;0;0;0;0;15;22;14;1;0;0;1;2;1;0;0;3;22;11;7;2;0;0;0;2;0;0;0;0;11
146508;364;miasto;stały;Zespół Szkół nr 14, Praga-Północ ul. J. Szanajcy 17/19, 03-481 Warszawa;Praga-Północ;Warszawa;mazowieckie;957;1227;1226;1;270;687;687;0;0;1;0;0;0;0;0;0;0;687;0;14;673;5;4;1;0;668;25;10;5;2;0;2;1;0;0;0;5;25;70;45;8;14;1;0;0;0;1;0;1;70;306;108;53;36;75;9;6;1;3;0;15;306;229;111;68;12;4;4;3;1;17;6;3;229;16;11;0;1;0;0;0;1;0;1;2;16;13;9;3;0;0;0;0;0;0;1;0;13;9;6;1;0;1;0;0;0;0;0;1;9
146508;365;miasto;stały;Zespół Szkół nr 14, Praga-Północ ul. J. Szanajcy 5, 03-481 Warszawa;Praga-Północ;Warszawa;mazowieckie;798;1026;1025;1;216;582;582;0;0;0;0;0;0;0;0;0;0;582;0;0;582;5;2;3;0;577;24;13;5;0;0;0;1;0;0;0;5;24;63;42;4;14;1;1;0;0;0;0;1;63;248;93;43;29;52;10;1;1;2;1;16;248;201;81;64;20;10;3;2;1;12;5;3;201;26;13;2;3;0;0;3;0;0;0;5;26;10;5;1;1;1;2;0;0;0;0;0;10;5;4;0;0;0;1;0;0;0;0;0;5
146508;366;miasto;stały;Zespół Szkół nr 14, Praga-Północ ul. J. Szanajcy 5, 03-481 Warszawa;Praga-Północ;Warszawa;mazowieckie;702;926;926;0;161;541;541;0;1;5;0;0;0;0;0;0;0;541;0;1;540;2;1;1;0;538;21;6;2;1;0;0;0;0;0;0;12;21;57;43;5;6;3;0;0;0;0;0;0;57;228;98;36;21;44;6;3;5;1;2;12;228;191;84;64;10;10;2;2;1;8;8;2;191;20;8;4;3;1;0;1;0;1;2;0;20;15;7;1;1;4;1;1;0;0;0;0;15;6;4;0;0;0;0;1;0;1;0;0;6
146508;367;miasto;stały;Zespół Szkół nr 14, Praga-Północ ul. J. Szanajcy 17/19, 03-481 Warszawa;Praga-Północ;Warszawa;mazowieckie;738;961;960;1;190;548;547;1;1;4;0;0;0;0;0;0;0;548;0;0;548;7;1;6;0;541;14;12;0;0;0;1;0;0;0;0;1;14;75;45;9;15;1;0;1;1;2;0;1;75;235;99;40;18;60;4;4;0;0;3;7;235;171;68;57;10;3;4;6;0;15;1;7;171;27;17;4;3;0;0;1;0;0;0;2;27;10;7;0;0;1;0;1;0;0;0;1;10;9;6;1;0;0;0;2;0;0;0;0;9
146508;368;miasto;stały;Szkoła Muzyczna nr 2, Praga-Północ ul. Namysłowska 4, 03-454 Warszawa;Praga-Północ;Warszawa;mazowieckie;1008;1324;1324;0;153;855;855;0;0;11;0;0;0;0;0;0;0;856;0;0;856;4;3;1;0;852;44;23;3;2;1;0;2;4;0;1;8;44;125;68;17;35;2;0;1;1;0;0;1;125;389;146;51;43;111;16;7;2;1;0;12;389;220;97;59;22;6;1;6;1;19;6;3;220;29;16;1;4;0;1;3;0;0;0;4;29;30;19;6;0;3;2;0;0;0;0;0;30;15;10;0;0;0;1;0;1;1;2;0;15
146508;369;miasto;stały;Filia Szkoły Podstawowej Nr 258, Praga-Północ ul. Namysłowska 1, 03-454 Warszawa;Praga-Północ;Warszawa;mazowieckie;892;1158;1158;0;244;648;648;0;0;3;0;0;0;0;0;0;0;646;0;0;646;5;3;2;0;641;20;14;0;0;0;1;0;0;0;1;4;20;69;45;8;12;0;2;0;1;0;0;1;69;300;116;40;34;83;6;5;1;0;1;14;300;197;97;47;11;13;4;5;1;8;7;4;197;18;9;4;0;0;1;0;0;2;0;2;18;19;13;0;1;1;1;0;1;0;1;1;19;18;16;1;0;0;1;0;0;0;0;0;18
146508;370;miasto;stały;Szkoła Podstawowa nr 127, Praga-Północ ul. Kowieńska 12/20, 03-438 Warszawa;Praga-Północ;Warszawa;mazowieckie;1078;1428;1427;1;311;767;767;0;0;4;1;1;0;0;0;0;1;768;1;0;768;4;1;3;0;764;37;21;5;2;0;1;2;0;0;0;6;37;72;53;7;6;3;0;0;0;1;0;2;72;338;133;51;46;75;11;2;3;1;2;14;338;256;120;65;20;6;10;9;0;16;2;8;256;26;19;1;4;1;0;0;0;1;0;0;26;24;13;3;1;0;3;2;0;0;0;2;24;11;3;3;0;2;1;1;0;0;0;1;11
146508;371;miasto;stały;Szkoła Podstawowa nr 127, Praga-Północ ul. Kowieńska 12/20, 03-438 Warszawa;Praga-Północ;Warszawa;mazowieckie;1182;1569;1567;2;460;722;721;1;0;17;0;0;0;0;0;0;0;722;0;0;722;6;4;2;0;716;60;26;9;3;0;6;0;1;8;0;7;60;103;65;12;14;3;0;3;2;1;0;3;103;237;77;27;24;67;11;6;1;1;2;21;237;262;104;86;20;10;3;3;2;21;3;10;262;20;13;3;2;0;0;0;0;0;0;2;20;22;11;1;2;3;1;2;0;0;0;2;22;12;7;1;0;0;1;2;0;0;0;1;12
