Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 BOSAK Krzysztof;2 KULESZA Jakub;3 PAZIO Rafał Piotr;4 ROSS Sebastian;5 KRAJSKI Stanisław;6 PISKORZ Monika Beata;7 PAMIĘTA Marta;8 KRAJEWSKA Zuzanna Maria;9 KRZYSZTOFIK Joanna;10 JAKUBIAK Marek;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 BIEDROŃ Robert;2 SCHEURING-WIELGUS Joanna Izabela;3 PŁATEK Monika Stanisława;4 TRACZYK Adam Paweł;5 BUŹNIAK Sylwia Lidia;6 TARCZYŃSKA Anna Małgorzata;7 PELC Filip Tadeusz;8 KUBIAK Jacek Zbigniew;9 BRAITER Katarzyna Anna;10 GAWKOWSKI Krzysztof Kamil;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 CIMOSZEWICZ Włodzimierz;2 HALICKI Andrzej Witold;3 GASIUK-PIHOWICZ Kamila;4 HÜBNER Danuta Maria;5 BONI Michał Jan;6 ZIELIŃSKA Urszula Sara;7 PUDŁOWSKI Paweł Patryk;8 KALATA Edyta Teresa;9 BRZEZIŃSKA Anna Katarzyna;10 BARTOSZEWSKI Władysław Teofil;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 SARYUSZ-WOLSKI Jacek Emil;2 CZARNECKI Ryszard Henryk;3 RADZIWIŁŁ Konstanty;4 CZERWIŃSKA Anita;5 GRYGLAS Zbigniew;6 TOMASZEWSKA Ewa;7 SMIRNOW Andrzej;8 KALETA Sebastian Jerzy;9 CHOROSIŃSKA Dominika Małgorzata;10 WYPYCH Małgorzata Maria;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 ZANDBERG Adrian Tadeusz;2 NOSAL-IKONOWICZ Agata Alina;3 KUCZYŃSKA Urszula Teresa;4 WRÓBLEWSKI Giedymin;5 TOFIL-SŁAWUSZEWSKA Anna Maria;6 BIEJAT Magdalena Agnieszka;7 MIERZWA Michał Mikołaj;8 WICHA Joanna Beata;9 WALCZYŃSKI Hubert Michał;10 GRODZKA Anna;Razem;Lista nr 6 - KWW KUKIZ'15;1 TYSZKA Stanisław;2 RZYMKOWSKI Tomasz Piotr;3 TANAJNO Paweł Jan;4 WITKOWSKA Agata Joanna;5 GŁOWACKA Ewa Katarzyna;6 OLSZEWSKA Mariola Aneta;7 MODZELEWSKI Jarosław;8 WOJAKOWSKA Magdalena Maria;9 BORKOWSKI Łukasz Jan;10 JOŃCZYK Łukasz;Razem;Lista nr 7 - KWW POLSKA FAIR PLAY BEZPARTYJNI GWIAZDOWSKI;1 GWIAZDOWSKI Robert Andrzej;2 CZERWIŃSKA Ewa Barbara;3 STECZOWICZ Bartłomiej Aleksander;4 ADAMKIEWICZ Marcin Piotr;5 MELAK Zofia Emilia;6 STAŃCZUK Dunia;7 MATYJASIAK Wojciech Robert;8 BEKIER Bartłomiej Maksymilian;9 SOWIŃSKA-KOBELAK Dorota;10 ŻMIJEWSKI Bogdan;Razem
141801;12;miasto;stały;Świetlica Spółdzielni Mieszkaniowej w Górze Kalwarii, ul. Kard. Stefana Wyszyńskiego 3 bl. 1, 05-530 Góra Kalwaria;gm. Góra Kalwaria;piaseczyński;mazowieckie;910;1221;1221;0;290;620;620;0;0;4;0;0;0;0;0;0;0;620;0;0;620;7;2;5;0;613;34;19;2;0;0;0;0;1;2;0;10;34;51;42;6;3;0;0;0;0;0;0;0;51;224;89;31;36;39;6;2;3;0;2;16;224;261;119;88;22;10;1;4;0;7;7;3;261;15;11;0;2;0;0;1;0;0;0;1;15;21;11;3;1;2;1;2;1;0;0;0;21;7;4;0;2;0;0;0;0;0;1;0;7
141801;13;miasto;stały;Zespół Szkół Ogólnokształcących w Górze Kalwarii, ul. Księdza Zygmunta Sajny 16, 05-530 Góra Kalwaria;gm. Góra Kalwaria;piaseczyński;mazowieckie;1151;1497;1497;0;481;670;670;0;0;0;0;0;0;0;0;0;0;670;0;0;670;10;3;7;0;660;33;20;6;0;0;2;0;0;0;1;4;33;43;27;4;10;1;1;0;0;0;0;0;43;230;81;55;23;36;4;5;4;1;3;18;230;295;129;93;17;11;3;7;2;10;15;8;295;13;9;0;2;1;0;0;0;1;0;0;13;42;31;0;2;4;1;1;0;0;0;3;42;4;2;0;0;0;0;0;0;0;2;0;4
141801;14;miasto;stały;Szkoła Podstawowa nr 2 im. Księcia Janusza w Górze Kalwarii, ul. Kalwaryjska 3, 05-530 Góra Kalwaria;gm. Góra Kalwaria;piaseczyński;mazowieckie;1209;1596;1596;0;422;787;787;0;0;4;0;0;0;0;0;0;0;787;0;0;787;9;6;3;0;778;40;23;3;1;1;2;0;2;0;0;8;40;73;57;6;6;0;0;1;0;0;0;3;73;278;107;38;50;53;5;2;2;0;4;17;278;334;147;108;20;7;2;3;8;12;23;4;334;16;12;1;2;0;0;0;0;1;0;0;16;28;18;1;3;3;1;1;0;0;0;1;28;9;5;0;1;0;1;0;1;0;1;0;9
141801;15;miasto;stały;Ośrodek Kultury w Górze Kalwarii, ul. por. Jana Białka 9, 05-530 Góra Kalwaria;gm. Góra Kalwaria;piaseczyński;mazowieckie;1048;1369;1369;0;410;638;638;0;0;0;0;0;0;0;0;0;0;638;0;0;638;5;0;5;0;633;36;33;1;0;0;0;0;0;0;0;2;36;37;27;5;3;1;1;0;0;0;0;0;37;253;97;50;36;44;8;2;2;1;1;12;253;266;111;98;24;9;4;5;1;3;10;1;266;7;5;1;1;0;0;0;0;0;0;0;7;24;16;2;1;1;1;0;0;2;1;0;24;10;9;1;0;0;0;0;0;0;0;0;10
141801;16;miasto;dom pomocy społecznej;Dom Pomocy Społecznej w Górze Kalwarii, ul. Szpitalna 1, 05-530 Góra Kalwaria;gm. Góra Kalwaria;piaseczyński;mazowieckie;443;444;444;0;337;106;106;0;0;1;0;0;0;0;0;0;0;106;0;0;106;5;5;0;0;101;7;2;3;1;0;0;1;0;0;0;0;7;5;3;0;0;0;1;1;0;0;0;0;5;14;5;3;2;0;0;2;1;0;0;1;14;64;21;23;7;9;0;2;0;0;1;1;64;2;0;1;0;0;0;0;0;0;1;0;2;4;0;2;0;1;0;0;0;1;0;0;4;5;0;4;0;0;0;0;1;0;0;0;5
141802;1;miasto;stały;"Mazowieckie Centrum Rehabilitacji ""STOCER"", ul. Długa 40/42, 05-510 Konstancin-Jeziorna";gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;931;1198;1198;0;208;723;723;0;0;13;0;0;0;0;0;0;0;723;0;0;723;4;0;4;0;719;14;9;1;0;0;0;0;0;0;0;4;14;58;38;5;9;1;2;1;0;0;1;1;58;330;104;53;55;78;6;4;6;1;1;22;330;263;125;50;15;9;4;5;1;8;43;3;263;7;4;1;0;0;0;0;0;1;0;1;7;30;24;2;1;0;0;1;0;0;0;2;30;17;11;0;1;0;0;1;1;1;1;1;17
141802;2;miasto;stały;Szkoła Podstawowa Nr 1, ul. Wojewódzka 12, 05-510 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;1057;1323;1321;2;234;823;821;2;0;7;0;0;0;0;0;0;0;823;0;0;823;3;1;2;0;820;47;25;4;0;1;2;0;2;4;0;9;47;63;39;10;11;3;0;0;0;0;0;0;63;434;139;74;63;97;17;5;12;3;1;23;434;228;124;41;10;6;2;4;1;15;19;6;228;9;8;1;0;0;0;0;0;0;0;0;9;30;18;5;1;3;2;0;0;1;0;0;30;9;4;2;0;2;0;0;0;0;1;0;9
141802;3;miasto;stały;Biblioteka Publiczna-Filia w Konstancinie-Jeziornie, ul. S. Moniuszki 22B, 05-510 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;460;579;579;0;79;381;381;0;1;6;0;0;0;0;0;0;0;381;0;0;381;5;2;3;0;376;17;10;0;1;0;3;0;0;0;0;3;17;20;11;5;4;0;0;0;0;0;0;0;20;153;44;25;26;25;8;1;6;0;0;18;153;152;58;43;10;3;2;2;3;6;23;2;152;8;6;2;0;0;0;0;0;0;0;0;8;22;12;3;0;1;2;0;0;1;1;2;22;4;2;0;0;2;0;0;0;0;0;0;4
141802;4;miasto;stały;Szkoła Podstawowa Nr 2, Konstancin-Jeziorna ul. S. Żeromskiego 15, 05-510 Konstancin-Jeziornna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;863;1091;1089;2;153;710;709;1;2;16;0;0;0;0;0;0;0;710;0;0;710;0;0;0;0;710;24;19;0;0;0;0;0;0;0;0;5;24;70;40;8;14;1;1;0;2;1;2;1;70;387;106;76;54;104;21;1;8;2;0;15;387;198;86;33;22;4;1;2;2;2;46;0;198;10;7;0;0;0;0;0;1;1;0;1;10;16;9;3;0;0;0;0;1;1;0;2;16;5;2;1;0;0;0;2;0;0;0;0;5
141802;5;miasto;stały;Świetlica Konstancińskiego Domu Kultury, ul. Sobieskiego 6, 05-510 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;1260;1611;1611;0;270;990;990;0;2;2;1;1;0;0;0;0;1;991;1;0;991;4;3;1;0;987;50;34;1;0;1;3;1;0;0;0;10;50;68;51;4;9;3;0;0;0;0;1;0;68;445;148;87;68;95;6;3;8;3;1;26;445;377;168;105;24;11;2;1;4;15;43;4;377;11;7;0;0;1;0;0;0;0;2;1;11;23;17;1;1;1;1;0;0;0;1;1;23;13;5;3;2;0;0;0;1;0;1;1;13
141802;6;miasto;stały;"Lokal firmy ""TIMED'', ul. Wilanowska 1A, 05-520 Konstancin-Jeziorna";gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;953;1290;1290;0;173;780;780;0;3;4;0;0;0;0;0;0;0;780;0;0;780;7;6;1;0;773;31;14;2;0;0;0;0;0;0;0;15;31;68;51;5;5;2;1;0;1;0;2;1;68;371;138;48;52;90;7;5;6;0;1;24;371;252;85;62;26;10;0;5;3;12;46;3;252;9;5;1;1;0;0;0;0;0;0;2;9;24;14;0;2;2;2;0;1;0;1;2;24;18;11;2;0;1;1;0;2;1;0;0;18
141802;7;miasto;stały;Gminna Świetlica, ul. Anny Walentynowicz 24, 05-520 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;1345;1712;1712;0;432;913;913;0;0;0;0;0;0;0;0;0;0;913;0;0;913;7;2;5;0;906;64;40;3;1;0;1;1;0;1;1;16;64;77;57;6;9;0;3;0;0;0;1;1;77;327;122;49;53;61;6;3;15;1;1;16;327;375;141;137;17;13;1;9;1;13;40;3;375;12;6;4;0;0;0;1;0;0;1;0;12;39;25;2;2;2;1;0;2;1;0;4;39;12;4;3;0;0;0;2;0;0;0;3;12
141802;8;miasto;stały;Budynek Ochotniczej Straży Pożarnej, ul. K. Pułaskiego 72, 05-510 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;1300;1678;1676;2;253;1047;1047;0;1;14;0;0;0;0;0;0;0;1047;0;0;1047;5;1;4;0;1042;47;17;8;0;1;2;0;3;1;1;14;47;98;73;8;10;0;0;2;0;1;2;2;98;487;147;73;94;115;12;4;4;0;8;30;487;335;144;100;20;13;2;4;2;9;38;3;335;13;9;1;1;0;2;0;0;0;0;0;13;36;23;2;1;6;0;1;1;1;0;1;36;26;19;0;1;1;1;0;0;0;2;2;26
141802;9;miasto;stały;Szkoła Podstawowa Integracyjna nr 5, ul. Szkolna 7, 05-520 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;1210;1594;1594;0;285;925;925;0;1;2;0;0;0;0;0;0;0;925;0;0;925;4;2;2;0;921;43;23;3;0;2;1;0;2;0;0;12;43;82;55;5;14;3;0;1;1;0;1;2;82;420;108;79;75;102;13;3;8;1;1;30;420;312;124;82;22;16;2;3;1;9;49;4;312;7;4;0;1;1;0;0;0;0;0;1;7;41;19;6;4;4;2;1;1;1;1;2;41;16;13;0;0;0;1;0;0;0;2;0;16
141802;10;miasto;stały;Szkoła Podstawowa Nr 3, ul. Bielawska 57, 05-520 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;1370;1821;1820;1;347;1023;1023;0;1;6;0;0;0;0;0;0;0;1023;0;0;1023;6;3;3;0;1017;38;17;4;1;1;2;0;0;2;0;11;38;120;83;11;20;0;1;3;1;0;1;0;120;476;129;93;79;118;22;3;10;0;6;16;476;324;133;83;11;17;2;7;2;6;57;6;324;5;3;0;1;0;0;0;1;0;0;0;5;36;24;5;2;3;1;0;0;0;0;1;36;18;12;2;0;2;1;0;0;0;0;1;18
141802;11;wieś;stały;Dom Ludowy w Bielawie, Bielawa ul. Wspólna 13, 05-520 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;1254;1613;1605;8;321;933;930;3;1;3;0;0;0;0;0;0;0;932;0;1;931;6;6;0;0;925;51;32;6;1;1;3;0;0;0;0;8;51;64;45;10;4;3;1;0;0;0;1;0;64;435;126;69;76;111;19;4;7;1;0;22;435;327;109;110;13;16;0;6;1;6;63;3;327;8;6;0;1;0;0;0;1;0;0;0;8;25;16;3;0;1;2;1;1;1;0;0;25;15;11;2;0;0;0;0;0;0;1;1;15
141802;12;wieś;stały;Szkoła Podstawowa Nr 6 w Opaczy, Opacz 7, 05-520 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;954;1245;1245;0;310;644;644;0;0;1;0;0;0;0;0;0;0;644;0;0;644;6;3;3;0;638;22;11;1;0;0;0;1;1;0;0;8;22;40;26;9;2;0;3;0;0;0;0;0;40;171;41;42;19;41;9;3;2;1;2;11;171;359;120;118;22;10;4;2;1;6;73;3;359;4;1;0;0;2;0;0;0;0;0;1;4;28;18;2;0;3;1;1;0;0;1;2;28;14;8;1;1;1;1;1;0;0;0;1;14
141802;13;wieś;stały;"Przedszkole ""Kolorowe Kredki"" w Oborach, Obory 1, 05-520 Konstancin-Jeziorna";gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;548;712;712;0;153;395;395;0;0;4;0;0;0;0;0;0;0;395;0;0;395;4;1;3;0;391;18;10;1;1;1;4;0;0;0;0;1;18;26;16;5;3;0;0;0;0;2;0;0;26;198;40;34;43;50;9;5;3;0;0;14;198;129;48;34;8;8;3;3;0;7;16;2;129;10;5;2;1;0;0;0;1;0;0;1;10;6;3;0;0;0;0;1;1;0;0;1;6;4;4;0;0;0;0;0;0;0;0;0;4
141802;14;wieś;stały;Szkoła Podstawowa Nr 4 w Słomczynie, Słomczyn ul. Wilanowska 218, 05-520 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;890;1168;1168;0;266;624;624;0;0;2;0;0;0;0;0;0;0;624;0;0;624;3;2;1;0;621;40;20;4;0;0;7;1;0;0;0;8;40;35;25;4;3;3;0;0;0;0;0;0;35;212;59;47;46;31;5;3;7;0;0;14;212;312;101;99;21;12;0;6;1;6;59;7;312;5;3;1;0;0;0;0;0;0;0;1;5;9;5;0;1;1;0;0;1;1;0;0;9;8;4;2;1;0;1;0;0;0;0;0;8
141802;15;wieś;stały;Dom Ludowy w Cieciszewie, Cieciszew 67A, 05-520 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;366;481;481;0;102;264;264;0;1;1;0;0;0;0;0;0;0;264;0;0;264;2;0;2;0;262;3;3;0;0;0;0;0;0;0;0;0;3;18;10;2;4;1;0;0;0;1;0;0;18;97;29;16;12;27;4;0;0;0;1;8;97;125;45;40;4;6;1;2;2;0;22;3;125;2;2;0;0;0;0;0;0;0;0;0;2;11;10;0;0;0;0;1;0;0;0;0;11;6;4;2;0;0;0;0;0;0;0;0;6
141802;16;miasto;dom pomocy społecznej;Ośrodek Opiekuńczo-Rehabilitacyjny LUX MED „TABITA” Sp. z o. o., ul. Długa 43, 05-510 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;89;100;100;0;41;48;48;0;0;9;0;0;0;0;0;0;0;48;0;0;48;1;0;1;0;47;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;27;13;1;0;10;0;1;0;0;0;2;27;13;7;5;0;0;0;0;1;0;0;0;13;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0;1;1;3
141802;17;miasto;dom pomocy społecznej;Dom Pomocy Społecznej, ul. Potulickich 1, 05-510 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;42;36;36;0;17;25;25;0;0;0;0;0;0;0;0;0;0;25;0;0;25;6;6;0;0;19;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;6;1;3;0;0;0;0;0;1;1;0;6;5;3;0;0;0;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;1;1;0;1;0;0;0;0;5;1;0;0;0;0;0;1;0;0;0;0;1
141802;18;miasto;dom pomocy społecznej;Dom Rencisty Polskiej Akademii Nauk, ul. Chodkiewicza 3/5, 05-510 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;29;27;27;0;7;22;22;0;0;0;0;0;0;0;0;0;0;22;0;0;22;1;1;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;13;11;0;1;1;0;0;0;0;0;0;13;6;2;2;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
141802;19;miasto;dom pomocy społecznej;Dom Artystów Weteranów Scen Polskich, ul. K. Pułaskiego 6, 05-510 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;65;55;55;0;28;37;37;0;0;1;0;0;0;0;0;0;0;37;0;0;37;3;0;3;0;34;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;0;0;0;0;0;0;0;3;17;7;1;0;3;1;0;0;0;0;5;17;10;3;2;2;2;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;1;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;1
141802;20;miasto;zakład leczniczy;"Mazowieckie Centrum Rehabiltacji ""STOCER"" Sp. z. o. o., ul. Wierzejewskiego 12, 05-510 Konstancin-Jeziorna";gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;103;96;96;0;17;86;86;0;0;8;0;0;0;0;0;0;0;86;0;0;86;0;0;0;0;86;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;31;15;2;4;5;1;1;0;0;0;3;31;51;11;22;5;6;0;0;0;2;2;3;51;2;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141802;21;miasto;zakład leczniczy;Centrum Kompleksowej Rehabilitacji Sp. z o. o., ul. W. Gąsiorowskiego 12/14, 05-510 Konstancin-Jeziorna;gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;249;245;245;0;66;183;183;0;0;2;0;0;0;0;0;0;0;183;0;0;183;2;2;0;0;181;6;3;1;0;0;0;0;0;0;0;2;6;9;4;2;1;1;0;0;0;0;0;1;9;75;36;9;13;9;3;0;0;0;0;5;75;78;30;31;7;3;0;1;0;4;2;0;78;4;2;1;1;0;0;0;0;0;0;0;4;7;3;0;1;0;1;2;0;0;0;0;7;2;2;0;0;0;0;0;0;0;0;0;2
141802;22;wieś;dom pomocy społecznej;"Dom Opieki i Klinika Wentylacji Respiratorem ""Konstancja"", Bielawa ul. Lipowa 1, 05-520 Konstancin-Jeziorna";gm. Konstancin-Jeziorna;piaseczyński;mazowieckie;108;65;65;0;74;34;34;0;0;0;0;0;0;0;0;0;0;34;0;0;34;0;0;0;0;34;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;13;4;1;2;3;2;0;0;0;0;1;13;17;7;7;1;1;0;0;0;0;0;1;17;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
141803;1;wieś;stały;Filia Gminnego Ośrodka Kultury, Mysiadło, ul. Topolowa 2 lok. 106 (budynek MYSZKA), Mysiadło ul. Topolowa 2/106, 05-500 Piaseczno;gm. Lesznowola;piaseczyński;mazowieckie;903;1189;1189;0;252;651;651;0;0;15;0;0;0;0;0;0;0;651;0;0;651;9;4;5;0;642;30;16;2;0;1;1;0;0;1;1;8;30;64;45;8;2;1;1;2;3;1;0;1;64;202;73;31;38;34;7;4;1;2;1;11;202;307;126;86;27;15;7;9;2;19;7;9;307;4;3;0;0;0;0;0;0;1;0;0;4;31;13;5;2;5;0;0;0;1;0;5;31;4;3;0;0;0;0;0;0;0;1;0;4
141803;2;wieś;stały;Szkoła Podstawowa w Mysiadle ul. Kwiatowa 28, Mysiadło ul. Kwiatowa 28, 05-500 Piaseczno;gm. Lesznowola;piaseczyński;mazowieckie;1218;1597;1597;0;113;1105;1105;0;0;17;1;1;0;0;0;0;1;1105;1;0;1105;4;3;1;0;1101;47;28;5;0;3;1;1;0;0;1;8;47;127;94;11;15;0;0;3;0;1;1;2;127;653;166;93;101;218;25;4;8;3;6;29;653;193;78;53;23;8;2;4;1;11;8;5;193;16;12;1;1;0;1;0;0;0;0;1;16;39;23;5;3;2;2;1;0;2;1;0;39;26;18;1;2;1;0;1;0;0;2;1;26
141803;3;wieś;stały;Szkoła Podstawowa w Nowej Iwicznej, ul. I. Krasickiego 56 (sala gimnastyczna, wejście od strony sali), Nowa Iwiczna ul. I. Krasickiego 56, 05-500 Piaseczno;gm. Lesznowola;piaseczyński;mazowieckie;1097;1445;1445;0;90;1007;1007;0;0;0;0;0;0;0;0;0;0;1007;0;0;1007;3;2;1;0;1004;43;25;5;1;0;2;0;1;1;3;5;43;109;74;10;19;3;1;0;0;0;1;1;109;598;163;118;97;158;31;4;7;0;1;19;598;195;74;35;51;8;7;3;4;7;4;2;195;15;9;2;2;0;1;0;0;0;0;1;15;32;20;3;4;1;1;1;0;1;1;0;32;12;5;4;0;0;0;2;1;0;0;0;12
141803;4;wieś;stały;Szkoła Podstawowa w Nowej Iwicznej ul. I. Krasickiego 56 (Holl-wejście główne), Nowa Iwiczna ul. I. Krasickiego 53, 05-500 Piaseczno;gm. Lesznowola;piaseczyński;mazowieckie;1137;1500;1499;1;74;1063;1062;1;0;20;0;0;0;0;0;0;0;1063;0;0;1063;5;0;5;0;1058;40;22;6;3;0;0;1;0;0;2;6;40;112;80;11;15;1;3;0;1;0;1;0;112;611;179;116;68;139;30;6;28;11;5;29;611;235;71;75;50;11;7;3;1;5;9;3;235;19;16;0;3;0;0;0;0;0;0;0;19;23;14;3;3;0;0;2;0;0;1;0;23;18;11;3;0;0;1;1;2;0;0;0;18
141803;5;wieś;stały;Filia Szkoły Podstawowej w Zgorzale, ul. Cyraneczki 8, Zgorzała Cyraneczki 8, 05-500 Piaseczno;gm. Lesznowola;piaseczyński;mazowieckie;951;1253;1252;1;154;797;796;1;0;7;0;0;0;0;0;0;0;797;0;0;797;2;1;1;0;795;30;17;4;0;1;1;0;0;0;0;7;30;95;71;9;6;3;1;1;0;0;4;0;95;397;100;66;64;118;11;3;6;1;1;27;397;214;90;45;44;10;3;3;5;10;3;1;214;9;8;0;0;0;1;0;0;0;0;0;9;33;21;8;0;0;2;1;0;1;0;0;33;17;14;2;0;0;1;0;0;0;0;0;17
141803;6;wieś;stały;Budynek Komunalny przy OSP w Nowej Woli ul. I. Krasickiego 215, Nowa Wola ul. I. Krasickiego 215, 05-500 Piaseczno;gm. Lesznowola;piaseczyński;mazowieckie;1240;1661;1661;0;282;958;958;0;1;6;0;0;0;0;0;0;0;958;0;0;958;11;0;11;0;947;50;30;5;0;0;2;0;0;1;1;11;50;122;86;14;13;0;1;0;0;1;7;0;122;385;126;80;66;72;13;7;5;0;4;12;385;315;107;104;64;13;3;1;2;6;8;7;315;10;6;0;0;0;1;2;0;0;0;1;10;49;37;6;1;2;2;0;0;1;0;0;49;16;11;1;0;2;1;0;0;0;0;1;16
141803;7;wieś;stały;Świetlica GOK w Starej Iwicznej, ul. Nowa 6, Stara Iwiczna ul. Nowa 6, 05-500 Piaseczno;gm. Lesznowola;piaseczyński;mazowieckie;723;941;941;0;190;533;533;0;0;0;0;0;0;0;0;0;0;533;0;0;533;2;2;0;0;531;30;15;1;1;1;1;1;0;1;0;9;30;69;46;9;10;1;1;0;0;1;0;1;69;227;57;51;37;45;12;4;4;3;1;13;227;163;64;53;26;5;0;5;0;3;3;4;163;5;5;0;0;0;0;0;0;0;0;0;5;30;15;2;2;3;3;0;2;3;0;0;30;7;4;0;0;0;1;0;0;0;0;2;7
141803;8;wieś;stały;Urząd Gminy w Lesznowoli ul. Gminna 60, ul. Gminna 60, 05-506 Lesznowola;gm. Lesznowola;piaseczyński;mazowieckie;1101;1468;1468;0;215;885;885;0;0;0;0;0;0;0;0;0;0;885;0;0;885;4;3;1;0;881;47;33;3;2;0;3;0;0;1;0;5;47;76;63;5;5;0;2;1;0;0;0;0;76;356;73;94;63;73;8;1;12;2;4;26;356;325;103;110;50;20;3;4;8;19;4;4;325;8;5;0;1;0;1;0;0;0;1;0;8;54;33;6;3;4;1;1;1;0;0;5;54;15;12;1;0;0;0;0;1;0;1;0;15
141803;9;wieś;stały;Świetlica we Władysławowie, ul. Wojska Polskiego 64, Władysławów ul. Wojska Polskiego 64, 05-506 Lesznowola;gm. Lesznowola;piaseczyński;mazowieckie;1249;1644;1640;4;183;1066;1064;2;1;9;0;0;0;0;0;0;0;1066;0;0;1066;7;7;0;0;1059;52;20;9;0;0;4;1;0;0;1;17;52;147;106;13;22;0;2;1;0;0;1;2;147;566;124;154;90;132;16;7;10;3;2;28;566;231;69;69;35;13;6;4;4;12;17;2;231;15;11;1;0;1;0;0;0;0;0;2;15;31;20;5;0;1;2;0;1;0;1;1;31;17;12;0;1;0;1;2;0;1;0;0;17
