Kod terytorialny gminy;Nr obwodu głosowania;Typ obszaru;Typ obwodu;Siedziba Obwodowej Komisji Wyborczej;Gmina;Powiat;Województwo;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;w tym umieszczonych w części A spisu wyborców;w tym umieszczonych w części B spisu wyborców;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;w tym w części A spisu wyborców;w tym w części B spisu wyborców;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;w tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;w tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów;w tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;Lista nr 1 - KWW KONFEDERACJA KORWIN BRAUN LIROY NARODOWCY;1 BRAUN Grzegorz Michał;2 BUCZEK Tomasz Wojciech;3 BAŃKA Damian;4 WOLSKA Violetta Katarzyna;5 SOWIŃSKI Wiesław Mieczysław;6 ZAJĄC Monika Magdalena;7 KARDASIŃSKA Marzena;8 PROĆ Tomasz Mirosław;9 ZAPAŁOWSKI Andrzej Tomasz;10 KORWIN-MIKKE Dominika Maria;Razem;Lista nr 2 - KW WIOSNA ROBERTA BIEDRONIA;1 SKIBA Anna Agnieszka;2 JURZYSTA Marcin;3 OLEKSAK Tomasz Robert;4 KWOLEK Katarzyna;5 KRUKAR Radosław Zbigniew;6 GRYCH-BOCHYŃSKA Urszula;7 FIC Patryk Beniamin;8 PROKOPSKA Joanna Maria;9 TERESZKIEWICZ Grzegorz Piotr;10 SKRZYSIŃSKI Gniewomir Marek;Razem;Lista nr 3 - KKW KOALICJA EUROPEJSKA PO PSL SLD .N ZIELONI;1 SIEKIERSKI Czesław Adam;2 SKOWROŃSKA Krystyna;3 USTROBIŃSKI Marek Jerzy;4 JÓZEFOWICZ Maciej Piotr;5 FRYDRYCH Joanna Zofia;6 BUTRYN Renata Celina;7 RZĄSA Marek Zdzisław;8 SZKOŁA Józef;9 ZYCH Barbara;10 ŁUKACIJEWSKA Elżbieta Katarzyna;Razem;Lista nr 4 - KW PRAWO I SPRAWIEDLIWOŚĆ;1 PORĘBA Tomasz Piotr;2 RZOŃCA Bogdan Józef;3 LENIART Ewa Maria;4 PILCH Piotr;5 WRÓBLEWSKA Krystyna Małgorzata;6 GOŁOJUCH Kazimierz Edward;7 PAMUŁA Teresa;8 KRUCZEK Stanisław;9 KUROWSKA Maria Stanisława;10 SAGATOWSKA Janina Zofia;Razem;Lista nr 5 - KKW LEWICA RAZEM - RAZEM, UNIA PRACY, RSS;1 WISZ Elżbieta Anna;2 PRENETA Paweł Krzysztof;3 ITNER Agnieszka;4 JASIŃSKI Krzysztof;5 OŻÓG Barbara Katarzyna;6 PACIOCH Hubert Piotr;7 JAKOWICKA Zuzanna Katarzyna;8 GAWRON Jakub;9 RŻANY Monika;10 TUROŃ Arkadiusz;Razem;Lista nr 6 - KWW KUKIZ'15;1 BOBOLA Alicja Maria;2 MASŁOWSKI Maciej Przemysław;3 HELNARSKI Paweł Andrzej;4 BARSZCZAK Bartłomiej Mariusz;5 BIALIC Dariusz Mieczysław;6 NYCZ Ewelina Magdalena;7 SABAT Joanna Karolina;8 WIKTOR Szczepan Antoni;9 KUCAB Konrad Tomasz;10 TARGAŃSKA Magdalena Ewa;Razem;Lista nr 9 - KKW POLEXIT - KOALICJA;1 RYKAŁA Grzegorz Wojciech;2 ŻÓŁTEK Monika Anna;3 KOTYLAK Piotr Jan;4 MICHNO Aneta Joanna;5 CZARNEK Marcin Piotr;6 WIESZCZEK Magdalena;7 DŁUGOSZ Michał Wojciech;8 SZATAN Magdalena Maria;Razem
181903;8;wieś;stały;Szkoła Podstawowa im. św. Józefa Sebastiana Pelczara w Jaworniku, Jawornik 108, 38-114 Niebylec;gm. Niebylec;strzyżowski;podkarpackie;740;978;978;0;301;439;439;0;0;3;0;0;0;0;0;0;0;439;0;0;439;3;2;1;0;436;37;25;5;3;0;0;1;0;0;2;1;37;1;1;0;0;0;0;0;0;0;0;0;1;16;4;5;2;0;0;0;0;0;0;5;16;365;175;21;50;17;28;38;8;1;26;1;365;2;1;0;0;0;1;0;0;0;0;0;2;12;4;4;1;1;1;1;0;0;0;0;12;3;1;0;0;0;0;2;0;0;3
181903;9;wieś;stały;Szkoła Podstawowa im. ks. kard. Stefana Wyszyńskiego w Połomi, Połomia 125, 38-115 Połomia;gm. Niebylec;strzyżowski;podkarpackie;960;1254;1254;0;393;567;567;0;0;1;0;0;0;0;0;0;0;567;0;0;567;2;1;1;0;565;18;17;1;0;0;0;0;0;0;0;0;18;12;2;9;0;0;1;0;0;0;0;0;12;66;19;11;8;2;1;1;0;0;1;23;66;447;284;38;49;6;14;17;8;5;25;1;447;4;2;1;0;0;0;0;1;0;0;0;4;18;4;3;0;2;2;3;1;0;3;0;18;0;0;0;0;0;0;0;0;0;0
181903;10;wieś;stały;Szkoła Podstawowa im. bł. ks. Bronisława Markiewicza w Baryczce, Baryczka 213, 38-115 Połomia;gm. Niebylec;strzyżowski;podkarpackie;600;789;789;0;212;388;388;0;0;0;0;0;0;0;0;0;0;388;0;0;388;6;4;2;0;382;22;17;0;1;0;0;0;2;0;1;1;22;3;0;3;0;0;0;0;0;0;0;0;3;39;6;13;4;0;0;0;0;0;0;16;39;308;163;23;44;10;19;24;6;9;7;3;308;1;0;1;0;0;0;0;0;0;0;0;1;9;2;1;1;1;1;0;0;1;0;2;9;0;0;0;0;0;0;0;0;0;0
181903;11;wieś;stały;Szkoła Podstawowa im. ks. Jana Twardowskiego w Niebylcu, Niebylec 11, 38-114 Niebylec;gm. Niebylec;strzyżowski;podkarpackie;160;211;211;0;73;87;87;0;0;0;0;0;0;0;0;0;0;87;0;0;87;2;2;0;0;85;4;1;1;1;0;0;0;0;0;1;0;4;1;0;1;0;0;0;0;0;0;0;0;1;17;5;7;1;1;0;0;0;0;0;3;17;59;25;5;11;1;5;5;0;1;6;0;59;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;2;2;0;0;2;0;0;0;0;0;2
181904;1;miasto;stały;Szkoła Podstawowa Nr 1 w Strzyżowie, ul. gen. Wł. Andersa 4, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;1201;1559;1559;0;617;584;584;0;1;1;0;0;0;0;0;0;0;584;0;0;584;4;1;3;0;580;54;13;2;34;0;0;0;0;2;1;2;54;43;12;27;2;1;0;0;0;1;0;0;43;159;38;33;9;0;1;3;1;1;1;72;159;301;170;32;29;8;13;4;2;9;32;2;301;3;1;1;0;0;0;0;0;1;0;0;3;19;15;1;0;1;0;0;0;0;0;2;19;1;1;0;0;0;0;0;0;0;1
181904;2;miasto;stały;Zespoł Szkół Technicznych w Strzyżowie, ul. Mickiewicza 11, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;1439;1867;1867;0;613;826;826;0;1;6;0;0;0;0;0;0;0;826;0;0;826;9;6;3;0;817;82;39;1;29;1;1;1;0;0;0;10;82;35;16;14;0;1;0;0;0;2;1;1;35;228;58;43;13;5;8;1;3;1;1;95;228;434;236;55;37;3;25;8;4;6;59;1;434;7;4;0;0;2;1;0;0;0;0;0;7;25;13;2;2;0;0;2;3;0;2;1;25;6;1;0;1;2;0;0;0;2;6
181904;3;miasto;stały;Szkoła Podstawowa Nr 2 z Oddziałami Dwujęzycznymi w Strzyżowie, ul. Daszyńskiego 4, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;1070;1389;1389;0;400;670;670;0;0;1;0;0;0;0;0;0;0;670;0;0;670;6;5;1;0;664;82;46;0;30;0;1;0;1;0;1;3;82;27;8;15;0;0;0;0;1;0;0;3;27;136;31;29;4;1;0;0;0;0;2;69;136;380;222;43;32;3;18;6;4;19;31;2;380;5;1;2;0;0;0;0;1;0;0;1;5;31;16;4;0;2;1;3;1;1;2;1;31;3;2;0;0;0;0;1;0;0;3
181904;4;miasto;stały;"Przedszkole Samorządowe ""Michałki"" w Strzyżowie, Zawale 11, 38-100 Strzyżów";gm. Strzyżów;strzyżowski;podkarpackie;520;675;675;0;237;283;283;0;3;0;0;0;0;0;0;0;0;283;0;0;283;5;2;3;0;278;26;9;1;12;0;0;0;0;0;1;3;26;9;2;7;0;0;0;0;0;0;0;0;9;64;14;15;2;0;1;2;2;1;0;27;64;170;100;20;13;2;7;2;1;3;21;1;170;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;1;0;0;1;1;7;2;2;0;0;0;0;0;0;0;2
181904;5;miasto;stały;"Dom Kultury ""Sokół"" w Strzyżowie, ul. Mostowa 2, 38-100 Strzyżów";gm. Strzyżów;strzyżowski;podkarpackie;1229;1605;1605;0;566;663;663;0;1;2;0;0;0;0;0;0;0;663;0;0;663;6;4;2;0;657;80;29;1;44;0;0;1;1;0;1;3;80;40;8;22;1;1;0;0;0;1;1;6;40;127;18;18;8;0;3;1;3;1;1;74;127;381;221;54;24;7;27;5;4;9;30;0;381;4;0;1;0;0;1;0;1;0;0;1;4;21;5;3;0;2;1;3;1;1;2;3;21;4;4;0;0;0;0;0;0;0;4
181904;6;wieś;stały;Szkoła Podstawowa w Brzeżance, Brzeżanka 50, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;200;259;259;0;110;90;90;0;0;0;0;0;0;0;0;0;0;90;0;0;90;1;0;1;0;89;6;3;0;3;0;0;0;0;0;0;0;6;4;0;3;1;0;0;0;0;0;0;0;4;9;3;2;0;0;0;0;0;0;0;4;9;69;33;7;3;0;8;1;2;4;10;1;69;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
181904;7;wieś;stały;Remiza OSP w Gbiskach, Gbiska 25, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;180;236;236;0;95;85;85;0;0;0;0;0;0;0;0;0;0;85;0;0;85;1;1;0;0;84;7;4;0;3;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;5;8;61;39;9;1;0;2;2;0;2;6;0;61;2;0;2;0;0;0;0;0;0;0;0;2;6;1;2;0;0;0;0;1;0;0;2;6;0;0;0;0;0;0;0;0;0;0
181904;8;wieś;stały;Budynek OSP w Tropii, Tropie 237, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;240;306;306;0;128;112;112;0;0;0;0;0;0;0;0;0;0;112;0;0;112;2;2;0;0;110;6;3;0;2;0;1;0;0;0;0;0;6;2;0;1;0;1;0;0;0;0;0;0;2;9;3;4;0;0;0;0;0;0;0;2;9;87;39;18;1;2;5;13;3;0;5;1;87;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;1;1;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0
181904;9;wieś;stały;Budynek OSP w Łętowni, Łętownia 34, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;100;133;133;0;40;60;60;0;0;0;0;0;0;0;0;0;0;60;0;0;60;1;1;0;0;59;5;4;0;1;0;0;0;0;0;0;0;5;1;0;0;0;1;0;0;0;0;0;0;1;9;1;4;0;0;0;0;0;0;1;3;9;40;14;8;4;0;9;0;0;3;2;0;40;2;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;2
181904;10;wieś;stały;Szkoła Podstawowa w Gliniku Zaborowskim, Glinik Zaborowski 92, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;360;478;478;0;139;221;221;0;0;1;0;0;0;0;0;0;0;221;0;0;221;3;1;2;0;218;6;5;0;1;0;0;0;0;0;0;0;6;10;4;4;0;2;0;0;0;0;0;0;10;41;15;8;2;0;0;0;1;0;0;15;41;147;80;23;14;5;4;8;3;3;6;1;147;5;1;0;0;0;0;2;1;0;0;1;5;8;2;2;0;0;0;2;0;0;1;1;8;1;0;1;0;0;0;0;0;0;1
181904;11;wieś;stały;Szkoła Podstawowa w Gliniku Charzewskim, Glinik Charzewski 91, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;520;673;673;0;229;291;291;0;0;1;0;0;0;0;0;0;0;291;0;0;291;2;2;0;0;289;24;15;1;3;1;0;1;0;0;2;1;24;2;1;1;0;0;0;0;0;0;0;0;2;16;2;5;0;1;1;0;0;0;2;5;16;240;132;44;18;6;12;14;0;2;12;0;240;2;1;1;0;0;0;0;0;0;0;0;2;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
181904;12;wieś;stały;Szkoła Podstawowa w Żarnowej, Żarnowa 90, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;530;693;693;0;254;276;276;0;1;2;0;0;0;0;0;0;0;276;0;0;276;5;5;0;0;271;19;10;0;7;0;0;1;1;0;0;0;19;4;2;2;0;0;0;0;0;0;0;0;4;42;7;7;7;1;6;0;1;2;0;11;42;194;119;19;7;2;20;6;3;2;16;0;194;0;0;0;0;0;0;0;0;0;0;0;0;10;6;1;0;1;0;1;0;0;1;0;10;2;0;1;0;1;0;0;0;0;2
181904;13;wieś;stały;Zespół Szkół w Godowej, Godowa 261, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;1400;1828;1828;0;644;756;756;0;0;3;0;0;0;0;0;0;0;756;0;0;756;6;3;3;0;750;45;31;2;9;0;0;0;0;0;0;3;45;12;0;9;0;0;0;1;1;0;0;1;12;87;14;5;5;2;0;2;0;1;0;58;87;588;339;78;47;15;54;10;13;8;23;1;588;0;0;0;0;0;0;0;0;0;0;0;0;17;8;3;0;0;0;1;0;0;2;3;17;1;0;0;0;0;0;1;0;0;1
181904;14;wieś;stały;Szkoła Podstawowa w Żyznowie, Żyznów 124, 38-111 Żyznów;gm. Strzyżów;strzyżowski;podkarpackie;541;717;717;0;212;329;329;0;0;0;0;0;0;0;0;0;0;329;0;0;329;0;0;0;0;329;13;12;0;1;0;0;0;0;0;0;0;13;7;3;4;0;0;0;0;0;0;0;0;7;20;5;4;1;0;0;0;0;4;0;6;20;275;109;18;9;3;26;2;7;3;97;1;275;3;2;0;0;0;0;0;1;0;0;0;3;10;9;0;0;0;0;0;0;0;1;0;10;1;0;0;0;0;0;0;0;1;1
181904;15;wieś;stały;Budynek OSP w Bonarówce, Bonarówka 10, 38-111 Żyznów;gm. Strzyżów;strzyżowski;podkarpackie;90;121;121;0;22;68;68;0;0;0;0;0;0;0;0;0;0;68;0;0;68;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;5;5;62;10;6;4;2;1;0;3;0;36;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
181904;16;wieś;stały;Szkoła Podstawowa Nr 1 w Wysokiej Strzyżowskiej, Wysoka Strzyżowska 312, 38-123 Wysoka Strzyżowska;gm. Strzyżów;strzyżowski;podkarpackie;650;837;837;0;371;279;279;0;0;0;0;0;0;0;0;0;0;279;0;0;279;9;7;2;0;270;9;4;0;2;1;0;0;1;0;0;1;9;14;6;5;0;2;0;0;1;0;0;0;14;33;19;3;1;0;0;0;1;0;0;9;33;206;79;19;6;9;13;41;20;1;9;9;206;3;3;0;0;0;0;0;0;0;0;0;3;3;1;1;0;0;0;1;0;0;0;0;3;2;2;0;0;0;0;0;0;0;2
181904;17;wieś;stały;Zespół Szkół w Wysokiej Strzyżowskiej, Wysoka Strzyżowska 127, 38-123 Wysoka Strzyżowska;gm. Strzyżów;strzyżowski;podkarpackie;621;809;809;0;311;310;310;0;0;3;0;0;0;0;0;0;0;310;0;0;310;3;1;2;0;307;29;20;0;6;0;0;3;0;0;0;0;29;10;2;7;1;0;0;0;0;0;0;0;10;61;30;11;1;0;1;0;0;0;2;16;61;189;82;20;9;2;17;37;0;6;14;2;189;2;0;0;2;0;0;0;0;0;0;0;2;16;8;3;0;1;0;2;0;0;0;2;16;0;0;0;0;0;0;0;0;0;0
181904;18;wieś;stały;Zespół Szkół w Dobrzechowie, Dobrzechów 197, 38-100 Strzyżów;gm. Strzyżów;strzyżowski;podkarpackie;1090;1429;1429;0;506;584;584;0;2;1;0;0;0;0;0;0;0;584;0;0;584;5;4;1;0;579;51;31;1;14;0;0;1;1;0;0;3;51;18;6;10;0;2;0;0;0;0;0;0;18;148;37;31;9;1;5;0;3;1;0;61;148;320;156;54;24;6;30;6;4;0;39;1;320;9;4;2;0;0;0;0;0;2;0;1;9;30;14;6;0;1;0;4;1;1;2;1;30;3;0;1;0;0;1;0;0;1;3
181904;19;wieś;stały;Szkoła Podstawowa w Grodzisku, Grodzisko 30, 38-102 Grodzisko;gm. Strzyżów;strzyżowski;podkarpackie;620;803;803;0;267;353;353;0;0;0;0;0;0;0;0;0;0;353;0;0;353;3;0;3;0;350;14;10;0;1;1;0;0;0;0;0;2;14;6;2;3;1;0;0;0;0;0;0;0;6;33;4;14;4;1;1;0;1;0;0;8;33;291;138;47;25;3;36;10;3;8;21;0;291;1;1;0;0;0;0;0;0;0;0;0;1;5;1;0;0;2;0;0;0;0;1;1;5;0;0;0;0;0;0;0;0;0;0
181904;20;wieś;stały;"Dzienny Dom ""Senior-WIGOR"" w Zawadce, Zawadka 21, 38-102 Grodzisko";gm. Strzyżów;strzyżowski;podkarpackie;220;285;285;0;88;132;132;0;0;0;0;0;0;0;0;0;0;132;0;0;132;1;0;1;0;131;5;4;0;1;0;0;0;0;0;0;0;5;2;1;0;1;0;0;0;0;0;0;0;2;12;7;2;0;0;0;0;0;0;0;3;12;109;72;5;7;0;22;0;2;0;1;0;109;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;2
181905;1;wieś;stały;Ośrodek Kultury w Wiśniowej, Wiśniowa 136, 38-124 Wiśniowa;gm. Wiśniowa;strzyżowski;podkarpackie;1010;1322;1322;0;419;591;591;0;0;3;0;0;0;0;0;0;0;591;0;0;591;3;2;1;0;588;32;20;0;4;2;0;0;0;0;1;5;32;9;1;4;1;0;0;1;1;1;0;0;9;93;18;18;2;0;4;1;4;1;3;42;93;405;208;92;16;9;12;8;3;8;41;8;405;5;2;0;0;0;1;0;0;1;0;1;5;39;19;6;1;0;0;2;3;2;2;4;39;5;1;3;0;0;0;0;0;1;5
181905;2;wieś;stały;Szkoła Podstawowa im. Batalionów Chłopskich w Różance, Różanka 43, 38-102 Grodzisko;gm. Wiśniowa;strzyżowski;podkarpackie;571;753;753;0;236;335;335;0;0;1;0;0;0;0;0;0;0;335;0;0;335;4;1;3;0;331;25;19;0;2;0;0;1;0;0;1;2;25;4;2;1;0;1;0;0;0;0;0;0;4;24;8;6;0;0;2;0;0;0;1;7;24;263;143;46;17;5;19;6;1;4;21;1;263;0;0;0;0;0;0;0;0;0;0;0;0;15;9;3;0;1;0;2;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0
181905;3;wieś;stały;Szkoła Filialna im. ks. Jerzego Popiełuszki w Niewodnej, Niewodna 26, 38-124 Wiśniowa;gm. Wiśniowa;strzyżowski;podkarpackie;340;444;444;0;136;204;204;0;0;0;0;0;0;0;0;0;0;204;0;0;204;1;0;1;0;203;3;3;0;0;0;0;0;0;0;0;0;3;7;5;1;0;0;0;1;0;0;0;0;7;22;6;2;0;0;2;0;0;0;0;12;22;163;88;18;20;3;8;1;2;0;21;2;163;1;0;0;0;0;0;0;0;1;0;0;1;7;3;1;0;0;0;2;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0
181905;4;wieś;stały;Szkoła Filialna w Tułkowicach, Tułkowice 32, 38-124 Wiśniowa;gm. Wiśniowa;strzyżowski;podkarpackie;271;353;353;0;126;145;145;0;0;0;0;0;0;0;0;0;0;145;0;0;145;4;1;3;0;141;13;7;0;1;0;0;1;0;0;0;4;13;3;0;3;0;0;0;0;0;0;0;0;3;20;6;4;0;0;1;0;0;0;0;9;20;100;38;18;10;2;8;1;3;0;20;0;100;2;2;0;0;0;0;0;0;0;0;0;2;3;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
181905;5;wieś;stały;Dom Ludowy w Kalembinie, Kalembina 52, 38-124 Wiśniowa;gm. Wiśniowa;strzyżowski;podkarpackie;260;332;332;0;151;109;109;0;0;0;0;0;0;0;0;0;0;109;0;0;109;0;0;0;0;109;10;5;1;2;0;0;0;0;0;1;1;10;4;2;1;0;0;0;1;0;0;0;0;4;26;4;5;0;0;1;0;1;0;0;15;26;64;19;24;5;2;5;2;1;1;4;1;64;2;1;1;0;0;0;0;0;0;0;0;2;3;2;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0
181905;6;wieś;stały;Szkoła Podstawowa im. Wincentego Witosa w Markuszowej, Markuszowa 16, 38-126 Markuszowa;gm. Wiśniowa;strzyżowski;podkarpackie;480;640;640;0;259;221;221;0;0;2;0;0;0;0;0;0;0;221;0;0;221;1;1;0;0;220;17;11;1;3;1;0;1;0;0;0;0;17;2;2;0;0;0;0;0;0;0;0;0;2;28;8;1;0;1;4;0;2;1;0;11;28;162;88;17;7;9;6;0;2;4;28;1;162;2;2;0;0;0;0;0;0;0;0;0;2;9;5;1;0;0;1;0;1;0;0;1;9;0;0;0;0;0;0;0;0;0;0
181905;7;wieś;stały;Szkoła Filialna w Pstrągówce, Pstrągówka 128, 38-124 Wiśniowa;gm. Wiśniowa;strzyżowski;podkarpackie;341;451;451;0;165;176;176;0;1;0;0;0;0;0;0;0;0;176;0;0;176;1;1;0;0;175;9;7;0;0;0;1;0;0;0;0;1;9;2;1;1;0;0;0;0;0;0;0;0;2;10;1;5;0;0;0;0;0;0;0;4;10;147;81;15;7;8;15;2;1;4;13;1;147;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;5;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
181905;8;wieś;stały;Szkoła Podstawowa w Jaszczurowej, Jaszczurowa 31, 38-124 Wiśniowa;gm. Wiśniowa;strzyżowski;podkarpackie;170;232;232;0;92;78;78;0;0;2;0;0;0;0;0;0;0;78;0;0;78;4;2;2;0;74;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;2;1;0;0;1;0;0;0;1;2;7;65;23;12;8;1;9;0;0;1;11;0;65;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
181905;9;wieś;stały;Szkoła Podstawowa im. Jana Pawła II w Szufnarowej, Szufnarowa 101, 38-124 Wiśniowa;gm. Wiśniowa;strzyżowski;podkarpackie;724;952;952;0;362;362;362;0;0;2;0;0;0;0;0;0;0;362;0;0;362;9;6;3;0;353;18;15;0;2;0;0;0;0;1;0;0;18;7;3;2;0;1;0;0;0;0;0;1;7;28;9;10;2;0;0;0;0;0;1;6;28;286;144;60;20;5;12;2;3;8;28;4;286;4;1;2;0;1;0;0;0;0;0;0;4;9;4;1;2;0;0;1;0;0;0;1;9;1;1;0;0;0;0;0;0;0;1
181905;10;wieś;stały;Dom Strażaka w Kożuchowie, Kożuchów 39, 38-124 Wiśniowa;gm. Wiśniowa;strzyżowski;podkarpackie;220;282;282;0;71;149;149;0;0;1;0;0;0;0;0;0;0;149;0;0;149;0;0;0;0;149;12;10;0;1;0;0;0;0;0;0;1;12;3;2;1;0;0;0;0;0;0;0;0;3;32;3;3;0;1;5;0;0;0;0;20;32;98;47;11;5;0;1;0;4;3;21;6;98;2;2;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
181905;11;wieś;stały;Szkoła Filialna w Kozłówku, Kozłówek 39, 38-126 Markuszowa;gm. Wiśniowa;strzyżowski;podkarpackie;254;337;337;0;123;131;131;0;0;1;0;0;0;0;0;0;0;131;0;0;131;0;0;0;0;131;5;3;0;0;0;1;0;0;0;0;1;5;5;0;4;0;0;1;0;0;0;0;0;5;9;3;2;0;0;0;0;0;0;0;4;9;108;56;15;11;4;8;1;1;1;11;0;108;2;0;0;0;0;1;0;0;1;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
181905;12;wieś;stały;Dom Ludowy w Oparówce, Oparówka, 38-123 Wysoka Strzyżowska;gm. Wiśniowa;strzyżowski;podkarpackie;140;192;192;0;89;51;51;0;0;0;0;0;0;0;0;0;0;51;0;0;51;1;1;0;0;50;1;0;0;1;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;0;0;0;2;11;2;5;1;0;0;1;0;0;0;2;11;34;8;0;0;0;2;8;2;0;11;3;34;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
181905;13;wieś;stały;Dom Ludowy w Jazowej, Jazowa 11, 38-124 Wiśniowa;gm. Wiśniowa;strzyżowski;podkarpackie;220;288;288;0;73;147;147;0;2;0;0;0;0;0;0;0;0;147;0;0;147;1;1;0;0;146;3;2;0;1;0;0;0;0;0;0;0;3;5;3;2;0;0;0;0;0;0;0;0;5;14;9;1;0;0;0;0;0;0;0;4;14;119;53;23;4;1;8;1;0;3;25;1;119;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;1;0;0;0;0;4;1;0;1;0;0;0;0;0;0;1
182001;1;miasto;stały;Miejsko-Gminny Ośrodek Kultury w Baranowie Sandomierskim, ul. Fabryczna 37, 39-450 Baranów Sandomierski;gm. Baranów Sandomierski;tarnobrzeski;podkarpackie;962;1233;1233;0;368;594;594;0;2;4;0;0;0;0;0;0;0;594;0;0;594;7;4;3;0;587;24;17;0;2;0;0;1;1;0;0;3;24;31;22;2;2;3;0;2;0;0;0;0;31;156;38;74;3;2;0;1;1;1;12;24;156;347;239;4;29;6;7;18;4;5;1;34;347;4;3;0;0;0;0;0;0;0;0;1;4;23;11;4;1;0;0;1;2;0;0;4;23;2;0;2;0;0;0;0;0;0;2
182001;2;wieś;stały;Środowiskowy Dom Kultury w Skopaniu, ul. Kardynała Wyszyńskiego 7, 39-451 Skopanie;gm. Baranów Sandomierski;tarnobrzeski;podkarpackie;1650;2160;2160;0;673;977;977;0;0;2;0;0;0;0;0;0;0;977;0;0;977;9;5;4;0;968;46;37;3;0;0;1;1;0;0;2;2;46;26;14;3;1;2;2;0;1;0;2;1;26;201;61;71;0;3;3;3;0;1;23;36;201;657;458;15;49;11;13;1;1;39;16;54;657;5;1;1;0;0;0;0;1;1;0;1;5;30;12;4;1;1;1;5;1;1;3;1;30;3;0;0;0;1;0;1;0;1;3
